Judul,Nama Bidang,Nilai Prediksi
PEMBUATAN APLIKASI MULTIMEDIA PEMBELAJARAN PATTERN GENERALIZATION DAN ABSTRACTION PADA KONSEP COMPUTATIONAL THINKING,Computational Thinking,1.090914936223998e-24
Pengenalan Pemikiran Computational Thinking untuk Guru MI dan MTs Pesantren Nurul Islam Sekarbela,Computational Thinking,1.4679528653923628e-24
 Pengembangan Game Edukasi Bilomatika untuk Meningkatkan Hasil Belajar Siswa pada Mata Pelajaran Matematika Kelas 1 SD,Pengembangan Game,9.979694200207668e-38
[PERNYATAAN][C] Rancang Bangun Peta Virtual 3D Jurusan Teknik Informatika Institut Teknologi Sepuluh Nopember dengan Unity3D Engine,Pengembangan Game,2.946512760808687e-42
Rancang Bangun Game Adventure of Unsrat Menggunakan Game Engine Unity,Pengembangan Game,1.6785334859736462e-23
Game Edukasi berbasis android sebagai media pembelajaran untuk anak usia dini,Pengembangan Game,1.025447665168464e-28
Rancang Bangun Aplikasi Game Augmented Reality Permainan Tradisional Sulawesi Utara Dodorobe,Pengembangan Game,3.300077692501157e-31
Pengembangan Game Banten Berbasis Android,Pengembangan Game,5.2573465901389004e-11
Game Based Education Shorinji Kempo,Pengembangan Game,2.780009887459702e-10
Pengembangan Game Edukasi Nihongo Benkyou Berbasis Android,Pengembangan Game,4.1791949280212004e-13
Pengembangan Game Edukasi Tradisional Pupuh Berbasis Android,Pengembangan Game,4.086760482103526e-16
 Membangun Game Edukasi Sejarah Walisongo,Pengembangan Game,4.473152986255975e-12
Rancang Bangun Aplikasi Multimedia Interaktif Mobile Learning,Multimedia,1.0405980896101154e-21
Bahan Ajar Berbasis Multimedia Mata Kuliah Praktikum Sistem Operasi Program Studi Teknik Informatika Politeknik Sekayu,Multimedia,5.405606270876639e-46
 Pembuatan Media Pembelajaran Untuk Proses Konversi Pada Finate Automata Berbasis Multimedia,Multimedia,3.3191321185538516e-21
 Media Pembelajaran Jaringan Saraf Tiruan Metode Kohonen Berbasis Multimedia,Multimedia,5.2530038051158715e-27
Produksi Film Indie Komersial “Aku Cinta Indonesia–Generation” Berbasis Multimedia,Multimedia,2.7518980464998036e-20
 Perbandingan Metode Pengembangan Perangkat Lunak Multimedia,Multimedia,6.983234533744973e-21
 Media Pembelajaran Matrik Transformasi Berbasis Multimedia,Multimedia,1.904885089863461e-14
 Aplikasi Multimedia Pembelajaran Tentang Memori Menggunakan Adobe Flash,Multimedia,4.339816532346374e-19
 Pembelajaran Multimedia Studi Kasus SMK Indonesia Global,Multimedia,1.5160860257301064e-21
 Pengembangan media pembelajaran sistem pelacakan pada mata kuliah kecerdasan buatan berbasis multimedia,Multimedia,9.758654472374265e-30
Pemanfaatan Teknologi Augmented Reality AR untuk Pengenalan Aksara Jawa pada Anak,Penerapan Augmented Reality,1.009943117049048e-26
Penerapan teknologi Augmented Reality pada media pembelajaran,Penerapan Augmented Reality,9.636706338529427e-13
Penerapan Teknologi Augmented reality Pada Matakuliah Pengantar Teknologi Informasi Di Universitas Pamulang Berbasis Android,Penerapan Augmented Reality,1.3679855363081592e-28
 Rancang Bangun Aplikasi Pengenalan Satwa Langka di Indonesia Menggunakan Augmented Reality,Penerapan Augmented Reality,4.3677334604274225e-21
PENERAPAN AUGMENTED REALITY SEBAGAI MEDIA PENGENALAN KAMPUS 2 ITN MALANG Studi Kasus Teknik Informatika,Penerapan Augmented Reality,4.913497277715607e-35
Aplikasi Augmented Reality Berbasis Agen Cerdas Sebagai Marketing Communication Pada Program Studi Teknik Informatika FTIK Universitas Semarang,Penerapan Augmented Reality,1.6700873742801337e-43
Penerapan teknologi ar augmented reality pada pembelajaran energi angin kelas iv sd di rumah pintar al-barokah,Penerapan Augmented Reality,3.441402945476958e-30
Pembuatan Augmented Reality Tentang Pengenalan Hewan Untuk Anak Usia Dini Berbasis Android Menggunakan Metode Image Tracking Vuforia,Penerapan Augmented Reality,2.6385283439859558e-42
PENERAPAN AUGMENTED REALITY PADA SERIOUS GAME EDUKASI PENYAKIT GIGI,Penerapan Augmented Reality,2.8362172208630544e-22
Augmented Reality Teknik Informatika Stt-Pln Berbasis Android,Penerapan Augmented Reality,2.658148791419682e-17
