No Dosen,Nama Dosen,No Judul,Judul,No Grup Riset,Grup Riset,No Bidang,Nama Bidang,Nilai Prediksi,Deleted
37,"Imam Fahrur Rozi, ST., MT.",938,Klasifikasi Anjuran Larangan dan Informasi Hadits menggunakan Metode Naive Bayes Classifier,1,Sistem Cerdas,7,Penerapan Penambangan Teks,9.098277255224518e-40,0
37,"Imam Fahrur Rozi, ST., MT.",939,ANALISIS SENTIMEN TERHADAP SISTEM ZONASI SEKOLAH BERDASARKAN WILAYAH MENGGUNAKAN FK-NNC,4,Information System,28,Penerapan Sistem Informasi Geografis,1.6740912567660797e-44,0
37,"Imam Fahrur Rozi, ST., MT.",940,Otomatisasi Peringkasan Teks pada Dokumen Hukum Menggunakan Latent Semantic Analysis,1,Sistem Cerdas,4,Penerapan Information Retrieval,2.6696319137701252e-48,0
37,"Imam Fahrur Rozi, ST., MT.",941,Sistem Pakar Diagnosa Awal Jenis Kulit Wajah Menggunakan Niave Bayes Classifier,1,Sistem Cerdas,5,Penerapan Sistem Pakar,1.731920468040804e-49,0
37,"Imam Fahrur Rozi, ST., MT.",942,Identifikasi Instansi Terkait pada Layanan Aspirasi dan Pengaduan Online Rakyat di Situs LAPOR! Menggunakan Recurrent Neural Network,1,Sistem Cerdas,8,Penerapan Intelijen Bisnis,1.7908599386822645e-70,0
37,"Imam Fahrur Rozi, ST., MT.",943,PENENTUAN BAHAN MAKANAN UNTUK ITIK PETELUR MENGGUNAKAN ALGORITMA GENETIKA,1,Sistem Cerdas,6,Penerapan Penambangan Data,5.956239149064168e-39,0
37,"Imam Fahrur Rozi, ST., MT.",944,PELATIHAN LESSON PLAN BERDASARKAN PEMBELAJARAN KONSTRUKTIVISTIK BERBASIS MULTIMEDIA BAGI GURU SMA,4,Information System,35,Computational Thinking,6.066193811405398e-53,0
37,"Imam Fahrur Rozi, ST., MT.",945,PENERAPAN FEATURE BASED PADA PERINGKASAN BERITA DARI PORTAL BERITA ONLINE,1,Sistem Cerdas,7,Penerapan Penambangan Teks,4.01271144216631e-46,0
37,"Imam Fahrur Rozi, ST., MT.",946,EVALUASI IMPLEMENTASI ALGORITMA IMPROVED K-NEAREST NEIGHBOR PADA KATEGORISASI LIRIK LAGU BAHASA INDONESIA MENURUT USIA,1,Sistem Cerdas,7,Penerapan Penambangan Teks,4.063980286716093e-26,0
37,"Imam Fahrur Rozi, ST., MT.",947,Meta-Analysis Variasi Minat Bidang Penelitian Pada Mahasiswa D3 Manajemen Informatika Jurusan Teknologi Informasi Di Politeknik Negeri Malang,4,Information System,27,Penerapan Manajemen Informasi,3.417686348441024e-73,0
37,"Imam Fahrur Rozi, ST., MT.",948,SISTEM INFORMASI MONITORING DAN EVALUASI PROGRAM KERJA PADA OKI POLINEMA BERBASIS WEBSITE DAN ANDROID,4,Information System,34,Penerapan Pembelajaran Elektronik pada Sistem Informasi,5.1088997054823244e-55,0
37,"Imam Fahrur Rozi, ST., MT.",949,MONITORING DAN PROFILING KONDISI INTENSITAS CAHAYA LAMPU DI RUANGAN MENGGUNAKAN METODE FUZZY TSUKAMOTO DAN RASPBERRY PI,2,Computer Network,11,Penerapan IoT,6.307842481267587e-122,0
37,"Imam Fahrur Rozi, ST., MT.",950,Sistem Perusahaan Properti dan Konstruksi BUMN Mengunakan Metode Adjective Based Rating System,1,Sistem Cerdas,5,Penerapan Sistem Pakar,1.622031793345036e-21,0
37,"Imam Fahrur Rozi, ST., MT.",951,IMPLEMENTASI TERM WEIGHTING MENGGUNAKAN METODE TF IDF PADA SISTEM PENCARIAN TERJEMAHAN HADIS SHAHIH MUSLIM,1,Sistem Cerdas,4,Penerapan Information Retrieval,1.405227249929451e-45,0
37,"Imam Fahrur Rozi, ST., MT.",952,ANALISA ALGORITMA STEMMER DAN STOPWORD LIST PADA UNJUK KERJA SISTEM ANALISA SENTIMEN,1,Sistem Cerdas,3,Penerapan Data Besar,4.2082405752691965e-30,0
37,"Imam Fahrur Rozi, ST., MT.",953,PENGEMBANGAN SISTEM KLASTERISASI WILAYAH RT/RW DI KECAMATAN SUMBERPUCUNG BERDASARKAN WABAH PENYAKIT,4,Information System,28,Penerapan Sistem Informasi Geografis,3.209515192887233e-40,0
37,"Imam Fahrur Rozi, ST., MT.",954,PENGEMBANGAN SISTEM CLUSTERING SELF-ORGANIZING MAP UNTUK MENENTUKAN PEMBAGIAN KELAS STUDI KASUS SMAN 1 DURENAN,1,Sistem Cerdas,3,Penerapan Data Besar,1.774046978607918e-55,0
37,"Imam Fahrur Rozi, ST., MT.",955,ANALISIS SENTIMEN TERHADAP OJEK ONLINE MENGGUNAKAN NAÏVE BAYES DENGAN PEMBOBOTAN TF IDF,1,Sistem Cerdas,7,Penerapan Penambangan Teks,5.363628637469774e-55,0
37,"Imam Fahrur Rozi, ST., MT.",956,APLIKASI DATA MINING MENGGUNAKAN METODE ASSOCIATION RULE DENGAN ALGORITMA FP-GROWTH PADA DATA TRANSAKSI PENJUALAN SAYUR,1,Sistem Cerdas,3,Penerapan Data Besar,3.840998945306862e-68,0
37,"Imam Fahrur Rozi, ST., MT.",957,SISTEM ANALYSIS SENTIMENT TERHADAP OPINI MASYARAKAT PADA SUBSIDI TABUNG GAS 3 KG MENGGUNAKAN NAÏVE BAYES DENGAN PENANGANAN KALIMAT NEGASI,1,Sistem Cerdas,7,Penerapan Penambangan Teks,9.12845644978788e-57,0
37,"Imam Fahrur Rozi, ST., MT.",958,PENERAPAN FOCUSED CRAWLING PADA SITUS BERITA ONLINE,1,Sistem Cerdas,7,Penerapan Penambangan Teks,1.3156424102608207e-11,0
37,"Imam Fahrur Rozi, ST., MT.",959,PENGEMBANGAN SISTEM OPTIMASI RUTE TERPENDEK PENGANGKUTAN SAMPAH DI KOTA MALANG,4,Information System,28,Penerapan Sistem Informasi Geografis,1.9920148669194498e-50,0
37,"Imam Fahrur Rozi, ST., MT.",960,PERANCANGAN DAN PEMBUATAN SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN KEBUTUHAN RESEPSI PERNIKAHAN MENGGUNAKAN METODE SAWPADA PORTAL WEBSITE PERNIKAHAN,4,Information System,31,Penerapan Sistem Pendukung Keputusan,4.315801345436243e-27,0
37,"Imam Fahrur Rozi, ST., MT.",961,SISTEM PERAMALAN PENJUALAN BARANG TIDAK TAHAN LAMA PADA UD LESTARI BARU DENGAN METODE ARIMA,4,Information System,30,Penerapan Sistem Peramalan,2.1780576612009063e-60,0
37,"Imam Fahrur Rozi, ST., MT.",962,PENGEMBANGAN SISTEM PENENTUAN KELAYAKAN KPR MENGGUNAKAN METODE SAW PADA BANK SYARIAH BUKOPIN,4,Information System,31,Penerapan Sistem Pendukung Keputusan,2.1913567803178155e-51,0
37,"Imam Fahrur Rozi, ST., MT.",963,ESTIMASI BIAYA DAN PENJADWALAN PROYEK KONSTRUKSI CV ISTOMU MENGGUNAKAN METODE CPM,4,Information System,34,Penerapan Pembelajaran Elektronik pada Sistem Informasi,5.414792035430065e-22,0
37,"Imam Fahrur Rozi, ST., MT.",964,ANALISIS KINERJA DI PDIS–BPPT MENGGUNAKAN METODE CSI DAN IPA,2,Computer Network,14,Penerapan Virtualisasi Jaringan,1.6926242745808152e-17,0
37,"Imam Fahrur Rozi, ST., MT.",965,SPK PENENTUAN BEASISWA SISWA KURANG MAMPU DENGAN MENGGUNAKAN METODE ELECTRE Studi Kasus SMA Negeri 4 Bojonegoro,4,Information System,31,Penerapan Sistem Pendukung Keputusan,4.3598066392699934e-41,0
37,"Imam Fahrur Rozi, ST., MT.",966,Implementasi Opinion Mining Sentiment Analysis untuk Ekstraksi Data Opini Publik pada Perguruan Tinggi,1,Sistem Cerdas,6,Penerapan Penambangan Data,8.131940380541377e-28,0
37,"Imam Fahrur Rozi, ST., MT.",967,Rancang Bangun Sistem Aplikasi Tanggap Cepat Pengaduan Infrastruktur Berbasis Android pada Dinas Pekerjaan Umum dan Penataan Ruang Kota Malang,5,Multimedia dan Game,38,Penerapan Augmented Reality,5.851984956600866e-90,0
38,"Indra Dharma Wijaya, ST., M.MT.",968,Tuberkulosis paru pada penderita diabetes melitus,1,Sistem Cerdas,3,Penerapan Data Besar,4.7490016016719364e-15,0
38,"Indra Dharma Wijaya, ST., M.MT.",969,Penerapan Metode Data Mining Market Basket Analysis Terhadap Data Penjualan Produk Pada Toko Oase Menggunakan Algoritma Apriori,1,Sistem Cerdas,3,Penerapan Data Besar,2.862097806357407e-38,0
38,"Indra Dharma Wijaya, ST., M.MT.",970,Modul Pembelajaran Multimedia Interaktif Berbasis Adobe Director Pada Mata Pelajaran Sistem Operasi Sekolah Menengah Kejuruan,5,Multimedia dan Game,37,Multimedia,7.932908856010898e-34,0
38,"Indra Dharma Wijaya, ST., M.MT.",971,Rancang bangun sistem presensi online berbasis granted validitas data,2,Computer Network,12,Penerapan Keamanan Data,3.923996691160021e-20,0
38,"Indra Dharma Wijaya, ST., M.MT.",972,Patologi ginjal dan saluran kemih,1,Sistem Cerdas,6,Penerapan Penambangan Data,3.452017116850342e-05,0
38,"Indra Dharma Wijaya, ST., M.MT.",973,Implementasi Raspberry Pi untuk Rancang Bangun Sistem Keamanan Pintu Ruang Server dengan Pengenalan Wajah Menggunakan Metode Triangle Face,2,Computer Network,11,Penerapan IoT,2.3357178714247303e-70,0
38,"Indra Dharma Wijaya, ST., M.MT.",974,Hubungan Pengetahuan Sikap dan Motivasi Kader Kesehatan Dengan Aktivitasnya Dalam Pengendalian Kasus Tuberkulosis di Kabupaten Buleleng,4,Information System,28,Penerapan Sistem Informasi Geografis,1.246108782719403e-31,0
38,"Indra Dharma Wijaya, ST., M.MT.",975,Perancangan dan Pembuatan Media Pembelajaran Berbasis Android Mata Pelajaran Teknologi Perkantoran,5,Multimedia dan Game,37,Multimedia,7.427383085968972e-26,0
38,"Indra Dharma Wijaya, ST., M.MT.",976,Aplikasi Pencarian Pariwisata Dan Tempat Oleh-Oleh Terdekat Menggunakan Metode Haversine Berbasis Android,4,Information System,28,Penerapan Sistem Informasi Geografis,1.9808581072170874e-28,0
38,"Indra Dharma Wijaya, ST., M.MT.",977,Sistem Penunjang Keputusan Pembelian Smartphone Dengan Menggunakan Metode Fuzzy Tsukamoto,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.3432727198038916e-21,0
38,"Indra Dharma Wijaya, ST., M.MT.",978,Pengujian Validitas Modul Interaktif Simulasi Dan Komunukasi Digital Berbasis Macromedia Director Mx,5,Multimedia dan Game,37,Multimedia,6.590147809807472e-24,0
38,"Indra Dharma Wijaya, ST., M.MT.",979,Perancangan dan Pembuatan Media Pembelajaran CD Interaktif Berbasis Macromedia Director MX pada Mata Pelajaran Pemrograman Web Dinamis,5,Multimedia dan Game,37,Multimedia,9.997677313496251e-35,0
38,"Indra Dharma Wijaya, ST., M.MT.",980,Pengaruh kepemimpinan transformasional integritas kompetensi dan komitmen organisasi terhadap kinerja karyawan di PT Golden Riau Jaya Pekanbaru,4,Information System,31,Penerapan Sistem Pendukung Keputusan,3.024840504625967e-34,0
38,"Indra Dharma Wijaya, ST., M.MT.",981,Sistem Rekomendasi Penentuan Judul Skripsi Menggunakan Algoritma Decision Tree,1,Sistem Cerdas,3,Penerapan Data Besar,3.1340558829990715e-22,0
38,"Indra Dharma Wijaya, ST., M.MT.",982,Sistem Pendukung Keputusan Penerimaan dan Penilaian Karyawan Warehouse dengan Aplikasi Web,4,Information System,31,Penerapan Sistem Pendukung Keputusan,4.224746230568742e-23,0
38,"Indra Dharma Wijaya, ST., M.MT.",983,Membangun aplikasi multimedia interaktif dengan model tutorial sebagai sarana pembelajaran bahasa Kanton,5,Multimedia dan Game,37,Multimedia,2.9557661638830092e-30,0
38,"Indra Dharma Wijaya, ST., M.MT.",984,Pengaruh Pembelajaran E-Learning Berbasis Edmodo terhadap Hasil Belajar Simulasi Digital Kelas X SMK Negeri 9 Padang Studi Kasus Jurusan Akomodasi Perhotelan,5,Multimedia dan Game,37,Multimedia,9.765446189486689e-60,0
38,"Indra Dharma Wijaya, ST., M.MT.",985,Ekstrak bawang putih Allium sativum dan ekspresi insulin serta derajat insulitis pankreas tikus sprague-dawley yang diinduksi streptozotocin,2,Computer Network,11,Penerapan IoT,1.5299948094669317e-15,0
38,"Indra Dharma Wijaya, ST., M.MT.",986,Prediksi Kurs Rupiah Terhadap Dollar Amerika Dengan Menggunakan Metode Regresi Linear,1,Sistem Cerdas,3,Penerapan Data Besar,8.208652963273759e-16,0
38,"Indra Dharma Wijaya, ST., M.MT.",987,Aplikasi kamus istilah neurology berbasis Mobile menggunakan metode Sequential Search,5,Multimedia dan Game,38,Penerapan Augmented Reality,2.010975651382361e-22,0
38,"Indra Dharma Wijaya, ST., M.MT.",988,Peningkatan Kemampuan Komputerisasi Akuntansi Perusahaan Dagang Menggunakan “Accurate”,4,Information System,32,Penerapan Bisnis Elektronik Sistem Informasi,9.42064175327737e-18,0
38,"Indra Dharma Wijaya, ST., M.MT.",989,Pengembangan Modul Multimedia Interaktif Pada Mata Pelajaran Teknologi Informasi Dan Komunikasi TikStudi Kasus Sma Negeri 12 Padang,4,Information System,34,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.6250453930707033e-36,0
38,"Indra Dharma Wijaya, ST., M.MT.",990,Relevansi Nilai Etika Bisnis dalam Ruang Lingkup Akuntansi Syariah,4,Information System,32,Penerapan Bisnis Elektronik Sistem Informasi,1.0226459852897324e-22,0
38,"Indra Dharma Wijaya, ST., M.MT.",991,Efektivitas Pembelajaran Online di Masa Pandemi Covid-19,1,Sistem Cerdas,7,Penerapan Penambangan Teks,8.91352230170833e-21,0
38,"Indra Dharma Wijaya, ST., M.MT.",992,Implementasi Google Speech Untuk Penentuan Level Pembelajaran Iqro’Berbasis Android,5,Multimedia dan Game,37,Multimedia,4.4111479259298057e-17,0
38,"Indra Dharma Wijaya, ST., M.MT.",993,Smarthome Automatic Lighting Berbasis Web,4,Information System,28,Penerapan Sistem Informasi Geografis,2.2997861996715258e-10,0
38,"Indra Dharma Wijaya, ST., M.MT.",994,Perbandingan beberapa alihragam Wavelet untuk pencarian citra pada basis data citra,3,Computer Vision,21,Penerapan Kompresi Citra,4.984065193624645e-25,0
38,"Indra Dharma Wijaya, ST., M.MT.",995,Implementasi Iot Pada Sistem Penyiraman Otomatis Tanaman Cabai Berbasis Raspberry Pi Dengan Metode Fuzzy Logic,2,Computer Network,11,Penerapan IoT,2.8251136137893085e-60,0
38,"Indra Dharma Wijaya, ST., M.MT.",996,Aplikasi Perekrutan Dan Penempatan Karyawan Baru Berbasis Web Studi Kasus Pt Bfi Finance Indonesia Tbk,4,Information System,28,Penerapan Sistem Informasi Geografis,9.52588549349406e-36,0
38,"Indra Dharma Wijaya, ST., M.MT.",997,Sistem informasi pencarian dan navigasi lokasi wisata bersejarah kota malang berbasis android,4,Information System,28,Penerapan Sistem Informasi Geografis,2.197002214557563e-20,0
38,"Indra Dharma Wijaya, ST., M.MT.",998,Analisis pemanfaatan ikan banggai cardinal Pterapogon kauderni Koumans 1933 di pulau banggai sulawesi tengah,4,Information System,28,Penerapan Sistem Informasi Geografis,3.6408037927047273e-22,0
38,"Indra Dharma Wijaya, ST., M.MT.",999,Prediksi Financial Distress Menggunakan Pertumbuhan Penjualan dan Corporate Governance Pada Perusahaan Sektor Pertambangan,1,Sistem Cerdas,3,Penerapan Data Besar,1.1069009546264335e-31,0
38,"Indra Dharma Wijaya, ST., M.MT.",1000,Desain rancangan percobaan pada pengujian kuat tekan beton berbahan campuran cangkang kemiri,1,Sistem Cerdas,6,Penerapan Penambangan Data,9.492670107806142e-22,0
38,"Indra Dharma Wijaya, ST., M.MT.",1001,Perancangan dan Pembuatan E-Learning Berbasis Moodle pada Mata Pelajaran Keterampilan Komputer dan Pengelolaan Informasi KKPI,5,Multimedia dan Game,37,Multimedia,1.747491690396024e-30,0
38,"Indra Dharma Wijaya, ST., M.MT.",1002,Sistem pendukung keputusan pemilihan lbb pada kampung inggris pare menggunakan metode ahp,4,Information System,31,Penerapan Sistem Pendukung Keputusan,4.3191942017210674e-20,0
38,"Indra Dharma Wijaya, ST., M.MT.",1003,Pengembangan Game Simulasi Penanaman Padi Situ Bagendit Studi Kasus pada UPTD Pertanian Kecamatan Ngantang,4,Information System,28,Penerapan Sistem Informasi Geografis,6.204860236645013e-59,0
38,"Indra Dharma Wijaya, ST., M.MT.",1004,Sistem pakar identifikasi hama dan penyakit tanaman tebu menggunakan metode naïve bayes,1,Sistem Cerdas,5,Penerapan Sistem Pakar,1.5544880794691296e-49,0
38,"Indra Dharma Wijaya, ST., M.MT.",1005,Aplikasi Pengenalan Rambu Lalu Lintas Menggunakan Metode Fuzzy Mamdani Berbasis Android,5,Multimedia dan Game,38,Penerapan Augmented Reality,1.2108511133849915e-26,0
38,"Indra Dharma Wijaya, ST., M.MT.",1006,Analisis Kontrak Berbasis Kinerja Kbk Dan Kontrak Konvensional Studi Kasus Proyek Pembangunan Jalan Kbk Semarang-bawen Dan Proyek Pembangunan Jalan Tol Semarang-solo,4,Information System,33,Penerapan Customer Relationship Management,2.1362817549052048e-35,0
38,"Indra Dharma Wijaya, ST., M.MT.",1007,Analisis Deskriptif Proses Suksesi Pada Perusahaan Keluarga yang Bergerak di Bidang Konveyor,4,Information System,32,Penerapan Bisnis Elektronik Sistem Informasi,2.125098446718304e-28,0
38,"Indra Dharma Wijaya, ST., M.MT.",1008,Evaluasi Dampak Sosial Pedagang Dari Proyek Pembangunan Pasar Ngarsopuro,4,Information System,33,Penerapan Customer Relationship Management,1.0535689327289166e-25,0
38,"Indra Dharma Wijaya, ST., M.MT.",1009,Sosialisasi dan edukasi pengelolaan sampah organik untuk pemberdayaan masyarakat di desa sakti nusa penida klungkung regency bali,1,Sistem Cerdas,9,Penerapan Smart Living,2.1762174531914488e-42,0
38,"Indra Dharma Wijaya, ST., M.MT.",1010,RANCANG BANGUN SISTEM DETEKSI DAN PEMADAM KEBAKARAN PADA SMART HOME MENGGUNAKAN METODE FUZZY,2,Computer Network,11,Penerapan IoT,6.5372960524771e-58,0
38,"Indra Dharma Wijaya, ST., M.MT.",1011,Sistem Peramalan Penjualan Sepeda Motor Yamaha Di Sentral Yamaha Malang Dengan Metode Least Square,4,Information System,30,Penerapan Sistem Peramalan,5.458447063442312e-42,0
38,"Indra Dharma Wijaya, ST., M.MT.",1012,Jurnal Validitas Media Pembelajaran Berbasis Android Mata Pelajaran Teknologi Layanan Jaringan,5,Multimedia dan Game,38,Penerapan Augmented Reality,4.229969038976758e-26,0
38,"Indra Dharma Wijaya, ST., M.MT.",1013,ISTEM INFORMASI PEMBERIAN BONUS UPAH DAN PENJADWALAN KARYAWAN MENGGUNAKAN METODE ALGORITMA GENETIKA,3,Computer Vision,21,Penerapan Kompresi Citra,7.065000783775094e-21,0
38,"Indra Dharma Wijaya, ST., M.MT.",1014,Implementasi Metode Moora Untuk Penentuan Prioritas Rehabilitasi Sekolah Pada Dinas Pendidikan Kota Malang,4,Information System,28,Penerapan Sistem Informasi Geografis,8.124434394367032e-55,0
38,"Indra Dharma Wijaya, ST., M.MT.",1015,Penerapan Algoritma A* Untuk Penentuan Jalur Pendakian Terbaik Pada Game Petualangan 3D,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,3.0003734786002908e-74,0
38,"Indra Dharma Wijaya, ST., M.MT.",1016,Sistem Pakar Diagnosa Kerusakan Mesin Truck Dutro Dengan Metode Certainty Factor Berbasis Web,1,Sistem Cerdas,5,Penerapan Sistem Pakar,9.032582655019511e-25,0
38,"Indra Dharma Wijaya, ST., M.MT.",1017,Identifikasi Wajah Berbasis Segmentasi Warna Kulit Wajah Menggunakan Naive Bayes Classifier,3,Computer Vision,25,Penerapan Morfologi Citra Digital,1.2174130744151097e-33,0
38,"Indra Dharma Wijaya, ST., M.MT.",1018,Analisis dan Perancangan Sistem Informasi Sumber Daya Manusia SDM di PT Inti Karya,4,Information System,32,Penerapan Bisnis Elektronik Sistem Informasi,5.1273401295956944e-24,0
38,"Indra Dharma Wijaya, ST., M.MT.",1019,Implementasi case-based-reasoning pada deteksi estrus sapi perah menggunakan sorensen coefficient,3,Computer Vision,25,Penerapan Morfologi Citra Digital,2.362670077572574e-13,0
38,"Indra Dharma Wijaya, ST., M.MT.",1020,Penentuan Peringkat Soft Skill Siswa Menggunakan Metode Fuzzy Tahani Studi Kasus Sdn 1 Pandansari Lor,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.4209179153033677e-35,0
38,"Indra Dharma Wijaya, ST., M.MT.",1021,IMPLEMENTASI DATA MINING UNTUK MENENTUKAN SANTRI BERPRESTASI DI PP MANAARULHUDA DENGAN METODE CLUSTERING ALGORITMA K-MEANS,1,Sistem Cerdas,3,Penerapan Data Besar,1.0775187143138234e-20,0
38,"Indra Dharma Wijaya, ST., M.MT.",1022,Aplikasi Kamus Istilah Kebudayaan Indonesia Berbasis Desktop Menggunakan Metode Fisher-Yates,1,Sistem Cerdas,4,Penerapan Information Retrieval,2.0046260838254398e-26,0
38,"Indra Dharma Wijaya, ST., M.MT.",1023,PEMANFAATAN BABADOTAN Ageratum conyzoides L UNTUK MENGENDALIKAN HAMA KUTU DAUN PADA TANAMAN CABAI RAWIT Capsicum frustescent L,1,Sistem Cerdas,5,Penerapan Sistem Pakar,1.9041936675711362e-31,0
38,"Indra Dharma Wijaya, ST., M.MT.",1024,RANCANG BANGUN GAME â€ œCOLOR IMPACTâ€ SEBAGAI SARANA EDUKASI BERBASIS ANDROID,5,Multimedia dan Game,36,Pengembangan Game,1.2209183488122667e-24,0
38,"Indra Dharma Wijaya, ST., M.MT.",1025,SPK Pemilihan Media Online Sebagai Sarana Promosi Menggunakan Metode AHP,4,Information System,31,Penerapan Sistem Pendukung Keputusan,7.18217185408811e-31,0
38,"Indra Dharma Wijaya, ST., M.MT.",1026,Ekspresi Kalretinin Pada Diagnosis Sitologi Efusi Pleura dengan Gambaran Sitomorfologi Adenokarsinoma,2,Computer Network,12,Penerapan Keamanan Data,1.1990181439176791e-08,0
38,"Indra Dharma Wijaya, ST., M.MT.",1027,Sistem Pakar untuk Mendiagnosa Penyakit Kusta Menggunakan Metode Backward Chaining Studi Kasus Upt Puskesmas Talango-sumenep,1,Sistem Cerdas,5,Penerapan Sistem Pakar,2.491441432817814e-50,0
38,"Indra Dharma Wijaya, ST., M.MT.",1028,Rancang Bangun Sistem Informasi Akademik Siswa Dengan Menggunakan Notifikasi Sms Pada Smk Muhammadiyah 1 Kepanjen,4,Information System,34,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.1549773703591088e-29,0
38,"Indra Dharma Wijaya, ST., M.MT.",1029,Penerapan metode Radon transform untuk reduksi gelombang multiple seismik 2D di Perairan Barat Sumatra,3,Computer Vision,24,Penerapan Filtering Citra,6.622237732326264e-25,0
38,"Indra Dharma Wijaya, ST., M.MT.",1030,Analisa Kecelakaan Kerja Pada Di PT Cipta Unggul Karya Abadi dengan Metode Job Safety Analysis JSA dengan Pendekatan Failure Mode And Effect Analysis FMEA,1,Sistem Cerdas,5,Penerapan Sistem Pakar,4.978873997896519e-59,0
38,"Indra Dharma Wijaya, ST., M.MT.",1031,Perancangan Media Pembelajaran Administrasi Infrastruktur Jaringan Berbasis Android,5,Multimedia dan Game,37,Multimedia,5.303849922677587e-21,0
38,"Indra Dharma Wijaya, ST., M.MT.",1032,Hubungan Pengetahuan Dan Dukungan Keluarga Dengan Pemeriksaan Dahak Pada Penderita Suspek TBC Di Wilayah Kerja Puskesmas Brabasan Kabupaten Mesuji,4,Information System,31,Penerapan Sistem Pendukung Keputusan,2.882576176176376e-31,0
38,"Indra Dharma Wijaya, ST., M.MT.",1033,Analisis Sentimen Kualitas Layanan Online Marketplace Di Indonesia Menggunakan Metode Support Vector Machine,1,Sistem Cerdas,7,Penerapan Penambangan Teks,6.589349721082731e-68,0
38,"Indra Dharma Wijaya, ST., M.MT.",1034,Analisis Sentimen Opini Masyarakat Terhadap Pembangunan Infrastruktur Kota Malang Melalui Twiter Dengan Menggunakan Metode Support Vector Machine,1,Sistem Cerdas,7,Penerapan Penambangan Teks,1.3122802476941973e-42,0
38,"Indra Dharma Wijaya, ST., M.MT.",1035,Hubungan Persepsi siswa tentang Keterampilan Guru PLK Tehadap SIkap Belajar Siswa Kelas X di SMKN 1 Pada Pada semester Genap Tahun Pelajaran 2018/2019,4,Information System,35,Computational Thinking,3.1278812678773765e-54,0
38,"Indra Dharma Wijaya, ST., M.MT.",1036,SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI BUDIDAYA IKAN AIR TAWAR MENGGUNAKAN METODE TOPSIS DAN ANALISIS KEUANGAN PAYBACK PERIODE,4,Information System,31,Penerapan Sistem Pendukung Keputusan,5.26423965572395e-32,0
38,"Indra Dharma Wijaya, ST., M.MT.",1037,SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI PAKET MENU MENGGUNAKAN ALGORITMA APRIORI DENGAN METODE MARKET BASKET ANALISIS PADA KINGS FOOD KENDARI,1,Sistem Cerdas,3,Penerapan Data Besar,4.5825717284762734e-31,0
38,"Indra Dharma Wijaya, ST., M.MT.",1038,Aplikasi Penentuan Pengguna Sarana Prasarana Politeknik Negeri Malang Menggunakan Metode ELECTRE,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.8832710620723543e-26,0
38,"Indra Dharma Wijaya, ST., M.MT.",1039,Perancangan Media Mobile Learning Berbasis Web Mobile Mata Pelajaran Komputer dan Jaringan Dasar,5,Multimedia dan Game,37,Multimedia,6.277347690356473e-34,0
38,"Indra Dharma Wijaya, ST., M.MT.",1040,Aplikasi Customer Relationship Management CRM Pada Balai Kesehatan Masyarakat BKM Muslimat Kepanjen,4,Information System,33,Penerapan Customer Relationship Management,4.687075574314155e-22,0
38,"Indra Dharma Wijaya, ST., M.MT.",1041,Tipologi Ornamen Karang Bhoma Pada Kori Agung Pura Di Kecamatan Blahbatuh Gianyar,4,Information System,28,Penerapan Sistem Informasi Geografis,7.887726954500977e-19,0
38,"Indra Dharma Wijaya, ST., M.MT.",1042,SIMULASI PEMBELAJARAN PENANGANAN KEBAKARAN HUTAN BERBASIS ANDROID,5,Multimedia dan Game,37,Multimedia,4.928093949609469e-31,0
38,"Indra Dharma Wijaya, ST., M.MT.",1043,Aplikasi Visual Heart Anatomy Dengan Menggunakan Sensor Kinect,5,Multimedia dan Game,37,Multimedia,1.8991625819972848e-15,0
38,"Indra Dharma Wijaya, ST., M.MT.",1044,SISTEM INFORMASI GEOGRAFIS PENENTUAN LOKASI LAHAN KOSONG UNTUK PEMBANGUNAN PERUMAHAN STRATEGIS MENGGUNAKAN METODE ANALYTICAL HIERARCHY PROCESS AHPSTUDI KASUS KECAMATAN …,4,Information System,31,Penerapan Sistem Pendukung Keputusan,5.000843135462291e-37,0
38,"Indra Dharma Wijaya, ST., M.MT.",1045,Pengaruh Pemberian Jus Jambu Biji Psidium Guajava L Terhadap Parameter Histopatologi Radang Kronik dan Ekspresi Vascular Endothelial Growth Factor Studi Eksperimental …,4,Information System,34,Penerapan Pembelajaran Elektronik pada Sistem Informasi,7.31698469216685e-29,0
38,"Indra Dharma Wijaya, ST., M.MT.",1046,Analisis Perbandingan Kualitas Jaringan VoIP pada Protokol H 323 dan SIP,2,Computer Network,16,Penerapan Teknologi Nirkabel,1.4290439331353926e-23,0
38,"Indra Dharma Wijaya, ST., M.MT.",1047,PENGARUH WOM WORD OF MOUTH TERHADAP PERSEPSI KONSUMEN DAN DAMPAKNYA TERHADAP KEPUTUSAN PEMBELIAN,1,Sistem Cerdas,3,Penerapan Data Besar,3.4406321659571384e-30,0
