No Dosen,Nama Dosen,No Judul,Judul Jurnal,Kata Judul Jurnal Hasil Filter
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",648,ANALISA HASIL KLASIFIKASI SEMINAR PADA SISTEM INFORMASI SEMINAR POLINEMA MENGGUNAKAN METODE STATISTIK DESKRIPTIF DAN INFERENSIAL,statistik
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",648,ANALISA HASIL KLASIFIKASI SEMINAR PADA SISTEM INFORMASI SEMINAR POLINEMA MENGGUNAKAN METODE STATISTIK DESKRIPTIF DAN INFERENSIAL,deskriptif
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",648,ANALISA HASIL KLASIFIKASI SEMINAR PADA SISTEM INFORMASI SEMINAR POLINEMA MENGGUNAKAN METODE STATISTIK DESKRIPTIF DAN INFERENSIAL,inferensial
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",649,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,sitem
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",649,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,amal
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",649,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,jual
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",649,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,bahan
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",649,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,pokok
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",649,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,metode
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",649,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,double
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",649,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,exponential
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",649,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,studi
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",649,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,kasus
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",649,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,koperasi
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",649,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,ikip
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",649,Sitem Informasi Peramalan Penjualan Bahan Pokok menggunakan Metode Double Exponential Studi Kasus Koperasi IKIP Malang,malang
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",650,Pengembangan Sistem Informasi Pemetaan Infrastruktur Sistem Informasi Di Kota Probolinggo,kembang
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",650,Pengembangan Sistem Informasi Pemetaan Infrastruktur Sistem Informasi Di Kota Probolinggo,meta
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",650,Pengembangan Sistem Informasi Pemetaan Infrastruktur Sistem Informasi Di Kota Probolinggo,infrastruktur
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",650,Pengembangan Sistem Informasi Pemetaan Infrastruktur Sistem Informasi Di Kota Probolinggo,kota
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",650,Pengembangan Sistem Informasi Pemetaan Infrastruktur Sistem Informasi Di Kota Probolinggo,probolinggo
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",651,Pengembangan Sistem Informasi Peramalan Tingkat Penjualan Produk Makanan Menggunakan Analisis Forecasting,kembang
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",651,Pengembangan Sistem Informasi Peramalan Tingkat Penjualan Produk Makanan Menggunakan Analisis Forecasting,amal
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",651,Pengembangan Sistem Informasi Peramalan Tingkat Penjualan Produk Makanan Menggunakan Analisis Forecasting,tingkat
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",651,Pengembangan Sistem Informasi Peramalan Tingkat Penjualan Produk Makanan Menggunakan Analisis Forecasting,jual
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",651,Pengembangan Sistem Informasi Peramalan Tingkat Penjualan Produk Makanan Menggunakan Analisis Forecasting,produk
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",651,Pengembangan Sistem Informasi Peramalan Tingkat Penjualan Produk Makanan Menggunakan Analisis Forecasting,makan
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",651,Pengembangan Sistem Informasi Peramalan Tingkat Penjualan Produk Makanan Menggunakan Analisis Forecasting,analisis
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",651,Pengembangan Sistem Informasi Peramalan Tingkat Penjualan Produk Makanan Menggunakan Analisis Forecasting,forecasting
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",652,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,analisis
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",652,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,jumlah
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",652,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,kunjung
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",652,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,wisatawan
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",652,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,hawa
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",652,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,waterpark
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",652,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,malang
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",652,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,metode
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",652,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,least
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",652,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,square
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",652,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,weighted
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",652,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,moving
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",652,Sistem Analisis Jumlah Kunjungan Wisatawan Pada Hawai Waterpark Malang Menggunakan Metode Least Square & Weighted Moving Average,average
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",653,Sistem Penentuan Status Bencana Banjir pada Daerah Lerang Merapi,tentu
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",653,Sistem Penentuan Status Bencana Banjir pada Daerah Lerang Merapi,status
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",653,Sistem Penentuan Status Bencana Banjir pada Daerah Lerang Merapi,bencana
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",653,Sistem Penentuan Status Bencana Banjir pada Daerah Lerang Merapi,banjir
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",653,Sistem Penentuan Status Bencana Banjir pada Daerah Lerang Merapi,daerah
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",653,Sistem Penentuan Status Bencana Banjir pada Daerah Lerang Merapi,lerang
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",653,Sistem Penentuan Status Bencana Banjir pada Daerah Lerang Merapi,rapi
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",654,SISTEM MONITORING BUDIDAYA IKAN LELE BERBASIS INTERNET OF THINGS MENGGUNAKAN RASPBERRY PI,monitoring
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",654,SISTEM MONITORING BUDIDAYA IKAN LELE BERBASIS INTERNET OF THINGS MENGGUNAKAN RASPBERRY PI,budidaya
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",654,SISTEM MONITORING BUDIDAYA IKAN LELE BERBASIS INTERNET OF THINGS MENGGUNAKAN RASPBERRY PI,ikan
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",654,SISTEM MONITORING BUDIDAYA IKAN LELE BERBASIS INTERNET OF THINGS MENGGUNAKAN RASPBERRY PI,lele
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",654,SISTEM MONITORING BUDIDAYA IKAN LELE BERBASIS INTERNET OF THINGS MENGGUNAKAN RASPBERRY PI,bas
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",654,SISTEM MONITORING BUDIDAYA IKAN LELE BERBASIS INTERNET OF THINGS MENGGUNAKAN RASPBERRY PI,internet
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",654,SISTEM MONITORING BUDIDAYA IKAN LELE BERBASIS INTERNET OF THINGS MENGGUNAKAN RASPBERRY PI,of
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",654,SISTEM MONITORING BUDIDAYA IKAN LELE BERBASIS INTERNET OF THINGS MENGGUNAKAN RASPBERRY PI,things
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",654,SISTEM MONITORING BUDIDAYA IKAN LELE BERBASIS INTERNET OF THINGS MENGGUNAKAN RASPBERRY PI,raspberry
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",654,SISTEM MONITORING BUDIDAYA IKAN LELE BERBASIS INTERNET OF THINGS MENGGUNAKAN RASPBERRY PI,pi
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",655,GAME2D PENGENALAN RUMAH ADAT INDONESIA MENGGUNAKAN METODE FUZZY LOGIC,game2d
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",655,GAME2D PENGENALAN RUMAH ADAT INDONESIA MENGGUNAKAN METODE FUZZY LOGIC,kenal
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",655,GAME2D PENGENALAN RUMAH ADAT INDONESIA MENGGUNAKAN METODE FUZZY LOGIC,rumah
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",655,GAME2D PENGENALAN RUMAH ADAT INDONESIA MENGGUNAKAN METODE FUZZY LOGIC,adat
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",655,GAME2D PENGENALAN RUMAH ADAT INDONESIA MENGGUNAKAN METODE FUZZY LOGIC,indonesia
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",655,GAME2D PENGENALAN RUMAH ADAT INDONESIA MENGGUNAKAN METODE FUZZY LOGIC,metode
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",655,GAME2D PENGENALAN RUMAH ADAT INDONESIA MENGGUNAKAN METODE FUZZY LOGIC,fuzzy
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",655,GAME2D PENGENALAN RUMAH ADAT INDONESIA MENGGUNAKAN METODE FUZZY LOGIC,logic
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",656,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,amal
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",656,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,sakit
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",656,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,edar
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",656,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,darah
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",656,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,dasar
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",656,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,gaya
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",656,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,hidup
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",656,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,metode
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",656,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,dempster-shafer
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",656,SISTEM PERAMALAN PENYAKIT PADA SISTEM PEREDARAN DARAH BERDASARKAN GAYA HIDUP DENGAN METODE DEMPSTER-SHAFER BERBASIS ANDROID,bas
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",657,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,kembang
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",657,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,tunjuk
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",657,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,rute
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",657,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,angkut
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",657,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,kota
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",657,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,angkot
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",657,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,kota
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",657,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,malang
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",657,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,bas
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",657,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,gis
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",657,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,perangkat
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",657,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,metode
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",657,PENGEMBANGAN SISTEM PENUNJUK RUTE ANGKUTAN KOTA ANGKOT DI KOTA MALANG BERBASIS GIS PADA PERANGKAT ANDROID MENGGUNAKAN METODE DIJKSTRA,dijkstra
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",658,Implementasi Watermarking SVD Singuler Value Decomposition Pada Foto Rontgen,watermarking
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",658,Implementasi Watermarking SVD Singuler Value Decomposition Pada Foto Rontgen,svd
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",658,Implementasi Watermarking SVD Singuler Value Decomposition Pada Foto Rontgen,singuler
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",658,Implementasi Watermarking SVD Singuler Value Decomposition Pada Foto Rontgen,value
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",658,Implementasi Watermarking SVD Singuler Value Decomposition Pada Foto Rontgen,decomposition
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",658,Implementasi Watermarking SVD Singuler Value Decomposition Pada Foto Rontgen,foto
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",658,Implementasi Watermarking SVD Singuler Value Decomposition Pada Foto Rontgen,rontgen
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",659,SISTEM PENENTU KELAYAKAN DALAM PEMBIAYAAN KEPEMILIKAN MOBIL PADA BANK SYARIAH BUKOPIN,tentu
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",659,SISTEM PENENTU KELAYAKAN DALAM PEMBIAYAAN KEPEMILIKAN MOBIL PADA BANK SYARIAH BUKOPIN,layak
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",659,SISTEM PENENTU KELAYAKAN DALAM PEMBIAYAAN KEPEMILIKAN MOBIL PADA BANK SYARIAH BUKOPIN,biaya
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",659,SISTEM PENENTU KELAYAKAN DALAM PEMBIAYAAN KEPEMILIKAN MOBIL PADA BANK SYARIAH BUKOPIN,milik
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",659,SISTEM PENENTU KELAYAKAN DALAM PEMBIAYAAN KEPEMILIKAN MOBIL PADA BANK SYARIAH BUKOPIN,mobil
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",659,SISTEM PENENTU KELAYAKAN DALAM PEMBIAYAAN KEPEMILIKAN MOBIL PADA BANK SYARIAH BUKOPIN,bank
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",659,SISTEM PENENTU KELAYAKAN DALAM PEMBIAYAAN KEPEMILIKAN MOBIL PADA BANK SYARIAH BUKOPIN,syariah
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",659,SISTEM PENENTU KELAYAKAN DALAM PEMBIAYAAN KEPEMILIKAN MOBIL PADA BANK SYARIAH BUKOPIN,bukopin
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",660,Penyesuaian Impedansi Antena L terbalik dengan penentuan posisi titik catu,sesuai
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",660,Penyesuaian Impedansi Antena L terbalik dengan penentuan posisi titik catu,impedansi
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",660,Penyesuaian Impedansi Antena L terbalik dengan penentuan posisi titik catu,antena
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",660,Penyesuaian Impedansi Antena L terbalik dengan penentuan posisi titik catu,l
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",660,Penyesuaian Impedansi Antena L terbalik dengan penentuan posisi titik catu,balik
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",660,Penyesuaian Impedansi Antena L terbalik dengan penentuan posisi titik catu,tentu
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",660,Penyesuaian Impedansi Antena L terbalik dengan penentuan posisi titik catu,posisi
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",660,Penyesuaian Impedansi Antena L terbalik dengan penentuan posisi titik catu,titik
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",660,Penyesuaian Impedansi Antena L terbalik dengan penentuan posisi titik catu,catu
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",661,PENGEMBANGAN VOIP MENGGUNAKAN ENKRIPSI BASE64,kembang
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",661,PENGEMBANGAN VOIP MENGGUNAKAN ENKRIPSI BASE64,voip
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",661,PENGEMBANGAN VOIP MENGGUNAKAN ENKRIPSI BASE64,enkripsi
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",661,PENGEMBANGAN VOIP MENGGUNAKAN ENKRIPSI BASE64,base64
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",662,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,kembang
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",662,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,aplikasi
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",662,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,cari
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",662,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,lowong
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",662,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,kerja
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",662,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,metode
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",662,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,fuzzy
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",662,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,multiple
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",662,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,attribute
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",662,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,decision
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",662,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,making
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",662,Pengembangan aplikasi pencarian lowongan kerja menggunakan metode Fuzzy Multiple Attribute Decision Making berbasis Android,bas
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",663,PENYELEKSIAN NOTIFIKASI SERANGAN PADA JARINGAN KOMPUTER BERBASIS IDS SNORT MENGGUNAKAN METODE Kï¿ ¾MEANS,seleksi
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",663,PENYELEKSIAN NOTIFIKASI SERANGAN PADA JARINGAN KOMPUTER BERBASIS IDS SNORT MENGGUNAKAN METODE Kï¿ ¾MEANS,notifikasi
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",663,PENYELEKSIAN NOTIFIKASI SERANGAN PADA JARINGAN KOMPUTER BERBASIS IDS SNORT MENGGUNAKAN METODE Kï¿ ¾MEANS,serang
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",663,PENYELEKSIAN NOTIFIKASI SERANGAN PADA JARINGAN KOMPUTER BERBASIS IDS SNORT MENGGUNAKAN METODE Kï¿ ¾MEANS,jaring
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",663,PENYELEKSIAN NOTIFIKASI SERANGAN PADA JARINGAN KOMPUTER BERBASIS IDS SNORT MENGGUNAKAN METODE Kï¿ ¾MEANS,komputer
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",663,PENYELEKSIAN NOTIFIKASI SERANGAN PADA JARINGAN KOMPUTER BERBASIS IDS SNORT MENGGUNAKAN METODE Kï¿ ¾MEANS,bas
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",663,PENYELEKSIAN NOTIFIKASI SERANGAN PADA JARINGAN KOMPUTER BERBASIS IDS SNORT MENGGUNAKAN METODE Kï¿ ¾MEANS,ids
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",663,PENYELEKSIAN NOTIFIKASI SERANGAN PADA JARINGAN KOMPUTER BERBASIS IDS SNORT MENGGUNAKAN METODE Kï¿ ¾MEANS,snort
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",663,PENYELEKSIAN NOTIFIKASI SERANGAN PADA JARINGAN KOMPUTER BERBASIS IDS SNORT MENGGUNAKAN METODE Kï¿ ¾MEANS,metode
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",663,PENYELEKSIAN NOTIFIKASI SERANGAN PADA JARINGAN KOMPUTER BERBASIS IDS SNORT MENGGUNAKAN METODE Kï¿ ¾MEANS,k
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",663,PENYELEKSIAN NOTIFIKASI SERANGAN PADA JARINGAN KOMPUTER BERBASIS IDS SNORT MENGGUNAKAN METODE Kï¿ ¾MEANS,means
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",664,IMPLEMENTASI KLASTER KOMPUTER MINI RASPBERRY PI METODE LOAD BALANCING MENGGUNAKAN ALGORITMA ROUND ROBIN,klaster
30,"Erfan Rohadi, ST., M.Eng., Ph.D.",664,IMPLEMENTASI KLASTER KOMPUTER MINI RASPBERRY PI METODE LOAD BALANCING MENGGUNAKAN ALGORITMA ROUND ROBIN,komputer
