No Judul,No Dosen,No Bidang,Judul,Nilai Prediksi
1150,41,27,Aplikasi Whatsapp Gateway Untuk Notifikasi Surat Peringatan Mahasiswa Menggunakan Metode Mesin Turing Dan Rest,2.2554395921157517e-90
1151,41,3,Pencatatan Dan Pemisahan Data Log Proxy Server Ke Dalam Database Menggunakan Model Otomata Mesin Turing Di STMIK PPKIA Pradnya Paramita Malang,1.2886232464437645e-45
1152,41,14,Manajemen Bandwidth Untuk Optimalisasi Jaringan Di Smk Telkom Sandhy Putra Malang,2.2440205593181595e-24
1153,41,4,Aplikasi Tuntunan Lagu Qira’atil Qur’an Berbasis Android,6.685425501929835e-14
1154,41,13,Analisis Sistem Keamanan Hotspot Dengan Menggunakan Honeypot Dan IDS Di Kampus STMIK PPKIA PRADNYA PARAMITA Malang,3.668452747596966e-33
1155,41,28,Pengembangan Aplikasi Dan Pelatihan Sistem Informasi TPQ Madinah Ma’arif 10 An-Nur Kota Malang,9.450766284121908e-90
1156,41,37,Implementasi Algoritma Fuzzy C-Means pada Kasus Stunting Balita Berbasis Website,1.945390488762224e-46
1157,41,30,Sistem Informasi dan Peramalan Pendistribusian Pupuk dengan Metode Autoregressiveintegrated Moving Average Arima,5.977853759528147e-21
1158,41,34,PENGEMBANGAN ACCESSIBILITY SERVICE UNTUK PENINGKATAN FUNGSIONAL APLIKASI DI PERANGKAT BERGERAK,9.881330947319567e-39
1159,41,5,Pengembangan Sistem Pakar Diagnosis Penyaki Kelinci dengan Menggunakan Metode Case Based Reasoning,1.2301499376164867e-39
1160,41,27,PERAMALAN PEKERJAAN PERTAMA PADA MAHASISWA MENGGUNAKAN METODE BACKPROPAGATION DI JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,2.574830541494916e-70
1161,41,31,Sistem Pendukung Keputusan Penerima Kredit UKM Menggunakan Metode Weighted Aggregated Sum Product Assessment Studi Kasus BANK BPR Jatim Cabang Magetan,6.634035399556029e-89
1162,41,5,SISTEM PAKAR REKOMENDASI MENU MAKANAN UNTUK MENCUKUPI KEBUTUHAN GIZI IBU MENYUSUI,7.519003965956194e-63
1163,41,17,ANALISIS RESPONSE METRICS TERHADAP ARSITEKTUR MONOLITHIC DAN MICROSERVICES DALAM IMPLEMENTASI APLIKASI KOMPEN,2.2968450143963548e-39
1164,41,31,SISTEM PENJADWALAN SIDANG TUGAS AKHIR MENGGUNAKAN METODE ANALYTICAL HIERARCHY PPROCESS DI JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,8.489976745376869e-75
1165,41,28,SISTEM PENYEWAAN ALAT BERKEMAH BERBASIS WEB DI CV CILIWUNGCAMP NUSANTARA MALANG,7.050164620661121e-20
1166,41,27,RANCANG BANGUN SISTEM INFORMASI INTEGRASI KEARSIPAN VITAL DAN MONITORING KEGIATAN PENELITIAN DI BALAI PENELITIAN TANAMAN PEMANIS DAN SERAT,1.1480264824837976e-64
1167,41,5,PENGEMBANGAN SISTEM PAKAR DIAGNOSIS PENYAKIT KELINCI DENGAN MENGGUNAKAN METODE CASE BASED REASONING,1.947008354372439e-43
1168,41,12,PEMANFAATAN TEKNOLOGI USB DONGLE SERVER LINUX UNTUK PEMANFAATAN FLEKSIBILITAS IMPLEMENTASI APLIKASI SISTEM INFORMASI,1.890931542718834e-43
1169,41,5,SISTEM PAKAR DIAGNOSA PENYAKIT PADA BURUNG LOVEBIRD MENGGUNAKAN METODE TEOREMA BAYES,5.624203818243472e-19
1170,41,11,PENERAPAN TEKNOLOGI NFC UNTUK SISTEM KEAMANAN AKSES PINTU KELAS MENGGUNAKAN RASPBERRY PI,6.959996372114444e-50
1171,41,28,Optimasi Penjadwalan Maintenance Kendaraan Menggunakan Alat GPS Tracking Berbasis Android,2.8379209583513286e-24
1172,41,5,SISTEM PAKAR DIAGNOSIS PENYAKIT SAPI MENGGUNAKAN FUZZY INFERENCE TSUKAMOTO,2.256013074525437e-40
1173,41,30,IMPLEMENTASI FORECASTING UNTUK MENENTUKAN JUMLAH PRODUKSI SUSU SAPI MENGGUNAKAN TREND KUADRATIK,2.5576256395822617e-42
1174,41,30,PREDIKSI STOK PERTAMAX SPBU SINGOSARI MALANG MENGGUNAKAN METODE LEAST SQUARE,2.717991700348029e-38
1175,41,30,SISTEM INFORMASI PERAMALAN PENJUALAN VOUCHER INTERNET DENGAN METODE DOUBLE EXPONENTIAL SMOOTHING Studi Kasus Pada GEMINI CELL,1.047294541287679e-55
1176,41,25,PENGOLAHAN CITRA DIGITAL IDENTIFIKASI JENIS TANAH MENGGUNAKAN METODE NAIVE BAYES CLASSIFIER,8.421522902579733e-61
1177,41,28,PENGEMBANGAN SISTEM KLASTERISASI WILAYAH RT/RW DI KECAMATAN SUMBERPUCUNG BERDASARKAN WABAH PENYAKIT,3.209515192887233e-40
1178,41,31,SISTEM PEMILIHAN PEMBELIAN LAPTOP PADA E–COMMERCE MENGGUNAKAN METODE WEIGHTED PRODUCT,4.8692709256895966e-49
1179,41,3,IMPLEMENTASI METODE K-MEDOIDS CLUSTERING UNTUK MENGELOMPOKAN DATA PERSEBARAN PENYAKIT YANG DISEBABKAN VIRUS DAN BAKTERI DI KABUPATEN PAMEKASAN STUDI KASUS KECAMATAN TLANAKAN,6.721265470185267e-44
1180,41,18,SINKRONISASI DATABASE TERHADAP PENGIRIMAN DATA SMS MENGGUNAKAN MULTIPLE MODEM SMSGATEWAY,5.336634616561789e-45
1181,41,24,Estimasi Parameter-Parameter Yield Surat Utang Negara Indonesia Menggunakan Metode Ensemble Kalman Filter,9.010099599079387e-25
1182,41,11,PENJAWAB PESAN SMS OTOMATIS MENGGUNAKAN RASPBERRY PI DENGAN MENGGUNAKAN METODE BRUTE FORCE,2.88532665218882e-21
1183,41,11,MEMBANGUN CACHE WEB PROXY MENGGUNAKAN MIKROTIK DI UNIVERSITAS INSTITUTE OF BUSINESS TIMOR LESTE,3.410533204128277e-30
1184,41,28,Metode Pemanfaatan Command Line Untuk Direct Printing Pada Aplikasi Berbasis Web,1.688911039860486e-53
1185,41,3,Ekstraksi Data Hyperterminal untuk Menerima Data dari Timbangan Digital Menggunakan Metode Mesin Turing,2.2744412903925517e-22
1186,41,32,Sistem Informasi Penjualan Dengan Kontrol Transaksi Secara Online Menggunakan Codeigniter,2.568875382016492e-21
1187,41,11,REKAM MEDIK PASIEN BERBASIS HANDWRITING MENGGUNAKAN ANDROID,1.5746783591415355e-14
1188,41,37,PENGEMBANGAN SOFTWARE “VIRTUAL AJI SAKA” SEBAGAI ALAT BANTU UNTUK BELAJAR MENGENAL AKSARA JAWA DENGAN PENDEKATAN MULTIMEDIA,3.330359107370774e-38
1189,41,28,IMPLEMENTASI SISTEM INFORMASI PERPUSTAKAAN BERBASIS DESKTOP DI SMA NEGERI 6 MALANG DALAM PEMINJAMAN BUKU,2.3949069702384725e-57
1190,42,34,Sistem Pendukung Pembelajaran di SMAN 2 Tumijajar Berbasis Web,2.8991065839760444e-46
1191,42,7,Klasifikasi Anjuran Larangan dan Informasi Hadits menggunakan Metode Naive Bayes Classifier,9.098277255224518e-40
1192,42,3,EKSPERIMEN TEKNIK-TEKNIK KLASIFIKASI PADA DATA PERKEMBANGAN PROGRAM STUDI DI PERGURUAN TINGGI XYZ,1.5197490584875722e-27
1193,42,3,Implementasi Klasifikasi untuk Prediksi Status Kredit Nasabah pada Kredit Kendaraan Bermotor,2.843846195316156e-25
1194,42,9,IMPLEMENTASI ANALISA KEMIRIPAN TEKS UNTUK PENENTUAN DINAS PADA KELUHAN WARGA DI PEMERINTAHAN DAERAH,4.866215999982065e-59
1195,43,4,Deteksi Bot Spammer pada Twitter Berbasis Sentiment Analysis dan Time Interval Entropy,2.0561527083520502e-20
1196,43,3,ANALISIS PERTUMBUHAN BALITA MENGGUNAKAN ALGORITMA KMEANS++ UNTUK MENGETAHUI RESIKO OBESITAS,1.0679509129454984e-20
1197,43,24,Reduksi Dimensi Fitur Menggunakan Algoritma ALOFT Untuk Pengelompokan Dokumen,1.198123262634741e-20
1198,43,30,OPTIMASI DOUBLE EXPONENTIAL SMOOTHING MENGGUNAKAN METODE GOLDEN SECTION UNTUK PERAMALAN PENJUALAN SPAREPART,5.796175722471529e-23
1199,43,7,Analisis Sentimen Tentang Opini Terhadap Performa Timnas Sepak Bola Indonesia Pada Twitter,1.2280205308372176e-57
1200,43,28,PENGEMBANGAN SISTEM INFORMASI TUMBUH KEMBANG BALITA DI POSYANDU RAJAWALI KECAMATAN SINGOSARI KABUPATEN MALANG,2.7689145370287903e-87
1201,43,30,PERAMALAN PENJUALAN MOBIL MENGGUNAKAN HOLT–WINTERS EXPONENTIAL SMOOTHING,3.4547827885754367e-26
1202,43,38,Workshop Pemanfaatan Teknologi untuk Memantau Tumbuh Kembang dan Kesehatan Balita,2.0350471806850168e-91
1203,43,5,Pengembangan Sistem Pakar Diagnosis Penyaki Kelinci dengan Menggunakan Metode Case Based Reasoning,1.2301499376164867e-39
1204,43,28,Analisis Sentimen Terhadap Sistem Zonasi Berdasarkan Wilayah Menggunakan FK-NNC,1.8051709162553104e-39
1205,43,25,Identifikasi Keaslian Uang Kertas Menggunakan Metode K Nearest Neighbor,5.182246138824593e-47
1206,43,28,ANALISIS SENTIMEN TERHADAP SISTEM ZONASI SEKOLAH BERDASARKAN WILAYAH MENGGUNAKAN FK-NNC,1.6740912567660797e-44
1207,43,5,PENGEMBANGAN SISTEM PAKAR DIAGNOSIS PENYAKIT KELINCI DENGAN MENGGUNAKAN METODE CASE BASED REASONING,1.947008354372439e-43
1208,43,35,Pemetaan Secara Sistematis Pada Metrik Kualitas Perangkat Lunak,1.0739288648175451e-18
1209,43,3, Penggalian Pola Sekuensial Pada Data Akses Pengguna Website Menggunakan Algoritma Prefixspan,1.152203384660644e-23
1210,44,38,Augmented Reality sebagai Alat Pengenalan Hewan Purbakala dengan Animasi 3D menggunakan Metode Single Marker,1.3158960274608662e-35
1211,44,38,Analisis penggunaan marker tracking pada augmented reality huruf hijaiyah,1.5918300233164733e-21
1212,44,38,Analisis Dan Implementasi Metode Marker Based Tracking Pada Augmented Reality Pembelajaran Buah-Buahan,6.61519525212761e-26
1213,44,38,Analisis Pemanfaatan Metode Markerless User Defined Target Pada Augmented Reality Sholat Shubuh,3.9791436706579182e-25
1214,44,37,Analisis Dan Implementasi Mel Script Untuk Lighting Dan Rendering Pada Film Animasi 3d Robocube,8.522664927107667e-19
1215,44,28,Sistem Pelacakan Posisi Kapal Berbasis Mobile Android dan Web Server,7.654612118576503e-20
1216,44,38,Analisis Dan Pembuatan Rigging Karakter 3d Pada Animasi 3d “Jangan Bohong Dong”,8.760892244742345e-22
1217,44,38,Perancangan Aplikasi Kunjungan Kehamilan Berbasis Android,3.1049626886379503e-17
1218,44,26,Pemanfaatan Sistem Informasi Terintegrasi untuk Pengembangan Perpustakaan di Politeknik Negeri Batam,2.5256816089871794e-24
1219,44,37,Analisis Perbandingan Teknik Rendering V-ray Dan Mental Ray Pada Film Animasi 3d Robocube,8.880455849753882e-21
1220,44,14,Redesign Corporate Identity Pada PT Sentral Mega Konsultan,1.7217173907931324e-11
1221,44,14,Rancang Bangun Lab Komputer Virtual Berbasis Cloud Computing Menggunakan Ovirt Pada Jaringan Terpusat,5.862112474777617e-31
1222,44,38,Augmented Reality Pengenalan Jenis Hewan Herbivora 3D Menggunakan Metode Single Marker,6.805399276171803e-26
1223,44,38,Analisis dan Implementasi Cloud Recognition dan Device Storage Pada Augmented Reality Jenis Buah,8.33739076684401e-29
1224,44,2,PERANCANGAN GAME STRATEGI WIRAUSAHA “MEATBALL TYCOON” MENGGUNAKAN METODE FINITE-STATE MACHINE,7.816117056482184e-17
1225,44,38,Apriyani Meyti Eka 2016 Analisis dan pembuatan rigging karakter 3d pada animasi 3d “Jangan Bohong Dong”,1.8752347011451743e-25
1226,44,26,ANALISIS IMPLEMENTASI RESTFULL WEB SERVICE MENGGUNAKAN RESOURCE-ORIENTED ARCHITECTURE,2.388229009212261e-23
1227,44,38,Media Pembelajaran Keselamatan Anak-Anak Berbasis Virtual Reality,1.5297243507227377e-37
1228,44,18,Implementasi Algoritma Kriptografi Rc4 Dan Metode Steganografi Audio 2Lsb Pada Sistem Keamanan Informasi,4.611624902659771e-21
1229,44,35,PELATIHAN PEMBUATAN VIDEO PEMBELAJARAN BAGI GURU SD MAFAZA INTEGRATED SMART SCHOOL DAN SMK PGRI 3 MALANG,2.147467116090219e-173
1230,44,27,PERAMALAN PEKERJAAN PERTAMA PADA MAHASISWA MENGGUNAKAN METODE BACKPROPAGATION DI JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,2.574830541494916e-70
1231,44,17,ANALISIS RESPONSE METRICS TERHADAP ARSITEKTUR MONOLITHIC DAN MICROSERVICES DALAM IMPLEMENTASI APLIKASI KOMPEN,2.2968450143963548e-39
1232,44,30,PREDIKSI PRODUKSI ES BALOK DENGAN MENGGUNAKAN METODE SINGLE EXPONENTIAL SMOOTHING Studi Kasus PT Panca Wira Usaha Unit Pabrik Es Kasri Pandaan,1.3139196920481764e-40
1233,44,2,GAME PETUALANGAN 2D MENGGUNAKAN METODE FINITE-STATE MACHINE,1.5118208348986317e-29
1234,44,31,SISTEM PENENTUAN PENERIMA RASKIN MENGGUNAKAN METODE FUZZY ANALITICAL HIERARCHY PROCESS,1.4381929571803763e-31
1235,44,38,Aplikasi Akses Pengawasan Browser Berbasis Android,4.6618391909002615e-30
1236,44,30,IMPLEMENTASI METODE TIME SERIES UNTUK MERAMALKAN PENJUALAN DAN PRODUKSI STUDI KASUS TOKO GERAI PRINT DI SIDOARJO,3.8345554783521935e-61
1237,44,18,Pengembangan Sistem Keamanan Informasi Menggunakan Metode Kriptografi 3des dan Steganografi Random Byte Position Encoding pada Audio,1.0891404047640757e-22
1238,44,38,Rancang Bangun Sistem Aplikasi Tanggap Cepat Pengaduan Infrastruktur Berbasis Android pada Dinas Pekerjaan Umum dan Penataan Ruang Kota Malang,5.8519849566008665e-90
1239,44,16,ANALISIS PENGARUH MAC MEDIUM ACCESS CONTROL TERHADAP THROUGHPUT PADA WIRELESS LOCAL AREA NETWORK IEEE 80211 b OVER FIBER,5.524907713604627e-41
1240,45,25,Implementasi case-based-reasoning pada deteksi estrus sapi perah menggunakan sorensen coefficient,2.362670077572574e-13
1241,45,28,Pengembangan Aplikasi Dan Pelatihan Sistem Informasi TPQ Madinah Ma’arif 10 An-Nur Kota Malang,9.450766284121908e-90
1242,45,35,Pelatihan Pembuatan Dan Penggunan Media Promosi Digital Pada PAP’A Catering,7.928570846893767e-69
1243,45,28,PEMETAAN DENGAN QGIS DAN PERHITUNGAN KORELASI FAKTOR YANG MEMPENGARUHI HASIL PRODUKSI PERTANIAN DENGAN PEARSON CORRELATION,1.0171678020374834e-62
1244,45,31,ANALISIS RESIKO KANKER PAYUDARA BREAST CANCER MENGGUNAKAN FUZZY INFERENCE SYSTEM FIS MODEL MAMDANI,7.528517230981064e-60
1245,45,31,Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,2.829268437074724e-67
1246,45,33,PENGEMBANGAN SISTEM INFORMASI PEMESANAN JASA TOUR & TRAVEL DI CV CAHAYA TRAVEL BERBASIS WEBSITE,8.58499488140458e-56
1247,45,5,Implementasi Case Based Reasoning Pada Sistem Pakar Deteksi Ketepatan Estrus Sapi Perah Menggunakan Sorensen Coefficient,5.543072523697079e-43
1248,45,28,Sistem Informasi Manajemen Peternakan Burung Puyuh Independen Farm di Kota Malang,1.28807709883644e-26
1249,45,25,Deteksi Tempat Kosong Pada Lahan Parkir Mobil Menggunakan Metode Vehicle Detection dan Edge Detection,8.237779574975289e-30
1250,45,31,Sistem Absensi Karyawan Secara Realtime Berbasis Fingerprint Menggunakan Metode Rapid Application Development,1.0120527060247484e-67
1251,46,32,Rancang Bangun Sistem Informasi Akuntansi Berbasis Website menggunakan Framework Laravel,1.2835589342889589e-85
1252,46,20,Perangkat Desa Melek Digital dan Kreatif Pelatihan Pengembangan Konten Digital Desa Ngijo Kabupaten Malang,1.0096418756641543e-162
1253,46,19,Identifikasi Kualitas Terung Ungu berdasarkan Warna dan Tekstur menggunakan metode Jaringan Saraf Tiruan,8.449851341281252e-64
1254,46,33,Penerapan Metode TF-IDF untuk Chatbot pada Sistem Informasi Pelayanan Percetakan Online,4.7228916827527835e-40
1255,46,28,Penerapan Sistem Informasi Administratif Desa Ngijo Kabupaten Malang menggunakan OpenSID,1.757915089360453e-44
1256,46,32,Sistem Informasi Akuntansi Pengelolaan Keuangan dan Anggaran Badan Usaha Milik Desa BUMDesStudi Kasus BUMDes Desa Pakisaji Kabupaten Malang,5.019620597657334e-143
1257,46,3,Metode Naive Bayes untuk Memprediksi Kelahiran Bayi,3.4602200590601824e-29
1258,46,16,STUDI KELAYAKAN ALAT ADMINISTRATOR SERVER UNTUK MENINGKATKAN KINERJA PENGELOLAAN KOMPUTER SERVER MENGGUNAKAN PROTOKOL SSH,4.551135745269196e-118
1259,46,30,Sistem Informasi PT Bintang Sidoraya Dengan Peramalan Penjualan Menggunakan Metode Statistical Parabolic Projection,9.064999512639448e-36
1260,46,3,Improvisasi Teknik Oversampling MWMOTE Untuk Penanganan Data Tidak Seimbang,1.9639723238739327e-48
1261,46,9,SISTEM INFORMASI AKUNTASI SAKTIPOL UNTUK PENGELOLAAN KEUANGAN PRODUK BATIK DAN BORDIR DI DESA PAKISAJI KABUPATEN MALANG,5.963405788302575e-92
1262,46,33,IMPLEMENTASI METODE TF-IDF PADA APLIKASI CHATBOT BERBASIS WEB DALAM SISTEM PENJUALAN ONLINE STUDI KASUS  PERCETAKAN RADJA PRINTING,2.525290633338663e-35
1263,46,3,PENERAPAN METODE FUZZY MAMDANI UNTUK PEMILIHAN PRODUK HERBALIFE BERDASARKAN PREDIKSI KESEHATAN KONSUMEN STUDI KASUS RUMAH NUTRISI FRESH CLUB,1.9736762380036064e-72
1264,46,27,PENGEMBANGAN SISTEM INFORMASI BEBAN KERJA DOSEN STUDI KASUS JURUSAN TEKNOLOGI INFROMASI POLINEMA BERBASIS WEB Studi Kasus Politeknik Negeri Malang,5.419549534796647e-88
1265,46,7,Peringkasan multi-dokumen berita berdasarkan fitur berita dan part of speech tagging,1.4187210725781858e-23
1266,47,25,DETEKSI KELELAHAN MENTAL DENGAN MENGGUNAKAN SINYAL EEG SATU KANAL,6.241905040357931e-08
1267,47,25,Deteksi Kondisi Lelah Berbasis Sinyal Electroencephalograph EEG Satu Kanal Menggunakan Linear Discriminant Analysist LDA,6.936397018405683e-22
1268,47,38,Pengembangan Aplikasi Basic Taekwondo Training System Berbasis Teknologi Real Time Motion Capture Menggunakan Microsoft Kinect,1.191700008620443e-22
1269,48,36,""" Analisis Pengaruh Penggunaan Game Edukasi pada Penguasaan Kosakata Bahasa Asing dengan Studi Kasus Game Edukasi Bahasa Arab",5.3682052843628915e-34
1270,48,38,IMPLEMENTASI FISHER-YATES UNTUK PENGACAKAN OBJEK MEDIA PEMBELAJARAN HEWAN NUSANTARA PADA VIRTUAL REALITY ANDROID,5.767504411227475e-55
1271,48,36,IMPLEMENTASI SCRUM MODEL DALAM PENGEMBANGAN GAME EDUKASI LALU LINTAS,2.897954501684767e-43
1272,48,11,Design Optimalisasi Pemanfaatan Sewage Treatment Plant Tenaga Hybrid Berdasarkan Biaya dan Keefektifan di Ksatrian Akademi Angkatan Udara,1.5887621711942578e-69
1273,48,35,PENERAPAN DESIGN THINKING PADA PERANCANGAN UI/UX MARKETPLACE SISTEM RANTAI PASOK “PANEN-PANEN”,1.3630870671814994e-18
1274,48,38,RANCANG BANGUN APLIKASI MARP UNTUK WAYFINDING GEDUNG DAN RUANGAN DI POLINEMA,1.441112468605122e-30
1275,48,37,Rancang Bangun Aplikasi E-Learning di LBB Primagama Malang dengan Implementasi Konsep Gamifikasi,8.420756317042008e-44
1276,48,34,BUKU KAS BERBASIS WEBSITE PADA USAHA KATERING DI PANTI ASUHAN PUTRI AISYIYAH MALANG,7.850678818590716e-105
1277,48,32,RANCANG BANGUN APLIKASI SIAKAD MENGGUNAKAN METODE USER CENTERED DESIGN,6.04837768647828e-48
1278,48,3,PROTOTYPING GO-FOOD BERDASARKAN EVALUASI PENGALAMAN PENGGUNA DENGAN METODE HEURISTIC EVALUATION,5.498838692491602e-26
1279,48,32,Perancangan dan Pembuatan Aplikasi Jual Beli Barang Bekas Praktikum Mahasiswa Polinema,2.107387784301129e-56
1280,48,37,IMPLEMENTASI GAMIFICATION PADA SISTEM PEMBELAJARAN DARING STUDI KASUS DI LEMBAGA BIMBINGAN BELAJAR PRIMAGAMA,5.550571421357517e-43
1281,48,34,SISTEM INFORMASI PELAPORAN MONITORING DAN EVALUASI PEMBELAJARAN POLITEKNIK NEGERI MALANG,2.112990400866842e-45
1282,48,28,Game Edukasi Lalu Lintas Berbasis Web untuk Meningkatkan Pemahaman Rambu Lalu Lintas,4.890798021917131e-63
1283,48,12,RANCANG BANGUN PERANGKAT LUNAK UNTUK MONITORING HARGA PRODUK SEMEN INDONESIA DAN KINERJA AREA MANAGER PADA PERANGKAT BERGERAK DENGAN TEKNOLOGI QR CODE,3.1629768161858757e-54
1284,50,12,Normalisasi Tabel Pada Basisdata Relasional,0.0
1285,50,32,Rancang Bangun Sistem Informasi Akuntansi Berbasis Website menggunakan Framework Laravel,1.2835589342889589e-85
1286,50,2,Implementasi nlp dengan konversi kata pada sistem chatbot konsultasi laktasi,7.0890556534470385e-12
1287,50,7,Pengembangan Aplikasi Munsell Soil Color Detection Chart Index Menggunakan Metode Support Vector Machine,4.882250213942549e-58
1288,50,25,Identifikasi Penyakit pada Daun Tomat Berdasarkan Fitur Warna dan Tekstur,8.833897868104046e-50
1289,50,31,Pengembangan sistem pendukung keputusan penjurusan bagi siswa baru menggunakan metode naive bayes,2.3000886183628806e-60
1290,50,38,Rancang Bangun Aplikasi Pembelajaran Bahasa Inggris untuk Anak-Anak Menggunakan Teknologi Kinect,3.68505258709109e-25
1291,50,31,Implementasi metode ahp untuk rekomendasi tempat Kost pada aplikasi Kost online,9.838662260324961e-21
1292,50,35,Pelatihan Administrasi Perkantoran Microsoft Office Untuk Warga dan Perangkat Desa Karangduren Kec Pakisaji Kab Malang,7.962462357024257e-111
1293,50,33,Sistem Pelayanan Kesehatan Terpadu Berbasis IOT Pada Fasilitas Kesehatan,4.046903826966767e-45
1294,50,28,Implementasi Case-Based Reasoning Pada Pemanggilan Surat Al Quran Untuk Penyandang Disabilitas Tangan Berbasis Android,1.1068147478869702e-48
1295,50,5,Pengembangan Sistem Pakar Untuk Mendiagnosa Infeksi Saluran Pernapasan Akut Ispa Menggunakan Metode Certainty Factor,5.118573014745859e-66
1296,50,19,Identifikasi Kualitas Terung Ungu berdasarkan Warna dan Tekstur menggunakan metode Jaringan Saraf Tiruan,8.449851341281252e-64
1297,50,7,Implementasi Analisis Sentimen Twitter Mengenai Opini Masyarakat Terhadap Rkuhp Tahun 2019,6.767770157517203e-52
1298,50,2,Implementasi Fsm Finite State Machine Pada Game Surabaya Membara,7.173225220132213e-18
1299,50,3,Peramalan Penjualan Sparepart Motor Honda Menggunakan Metode Trendmoment Studi Kasus AHASS MOTOR PARE,3.6808431919219876e-54
1300,50,38,Rancang bangun aplikasi pembelajaran tarian tradisional menggunakan kinect,1.8633236474045044e-19
1301,50,5,Sistem Pakar untuk Mendiagnosa Penyakit Kusta Menggunakan Metode Backward Chaining Studi Kasus Upt Puskesmas Talango-sumenep,2.491441432817814e-50
1302,50,28,PENCARIAN RUTE TERDEKAT PELAKU USAHA MIKRO KECIL DAN MENENGAH DI KABUPATEN MALANG PADA ANDROID DENGAN MENGGUNAKAN METODE FLOYD WARSHALL STUDI KASUS DI DISKOMINFO KABUPATEN …,7.542997311021408e-86
1303,50,21,Identifikasi Kualitas Biji Jagung Manis Layak Jual dari Warna dan Tekstur Menggunakan HSV dan Gray Level Run Length Matrix GLRLM,3.199659098480268e-82
1304,50,23,IDENTIFIKASI KUALITAS DAUN BAYAM DENGAN GRAY LEVEL CO-OCCURRENCE MATRIX GLCM DAN YUV COLOR MOMENTS,4.139705591262386e-49
1305,50,7,Analisis Sentimen Tentang Opini Terhadap Performa Timnas Sepak Bola Indonesia Pada Twitter,1.2280205308372176e-57
1306,50,38,Identifikasi Komponen GUI pada Prototipe Aplikasi Mobile,4.958016193367392e-32
1307,50,25,Ekstraksi Fitur Citra Buah Salak Untuk Penentuan Mutu Buah Salak Menggunakan Pengolahan Citra Digital,1.892313737330404e-58
1308,50,25,Deteksi kesegaran daging sapi berdasarkan ekstraksi fitur warna dan tekstur,7.255047336665578e-55
1309,50,31,PENGEMBANGAN GAME 2D KESEHATAN MULUT DAN GIGI MENGGUNAKAN METODE ANALYTICAL HEURARCHY PROCESS,6.715849324089755e-28
1310,50,24,Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,6.1791703248367745e-55
1311,50,30,Pengembangan sistem peramalan jumlah penggunaan tenaga listrik di PPPPTK VEDC Malang,5.830171071513984e-47
1312,50,38,PEMBUATAN USER MANUAL BERBASIS JAVA SEBAGAI TUTORIAL APLIKASI SISTEM INFORMASI PADA KADER POSYANDU RAJAWALI SINGOSARI,2.533222415377119e-23
1313,50,9,SISTEM INFORMASI AKUNTASI SAKTIPOL UNTUK PENGELOLAAN KEUANGAN PRODUK BATIK DAN BORDIR DI DESA PAKISAJI KABUPATEN MALANG,5.963405788302575e-92
1314,50,30,Sistem Informasi Peramalan Jumlah Produksi Ikan pada Dinas Perikanan Kab Malang Menggunakan Metode SARIMA,5.3435288189242534e-51
1315,50,32,evaluasi dan perancangan user interface dan user experience menggunakan metode heuristic evaluation dan human centered design pada website kabupaten jembrana,5.38762222842144e-64
1316,50,4,Implementasi Analisis Sentimen Twitter Mengenai Opini Masyarakat Terhadap Rancangan Kitab Undang-Undang Hukum Pidana RKUHP Tahun 2019,4.2372696721910406e-88
1317,50,30,PERAMALAN HARGA BAHAN POKOK MENGGUNAKAN SUPPORT VECTOR REGRESSION,4.589000083440723e-71
1318,50,30,SISTEM PERAMALAN DAN PEMANTAUAN JUMLAH PRODUKSI IKAN BERBASIS WEB DENGAN METODE Seasonal Autoregressive Integrated Moving Average SARIMASTUDI KASUS DINAS PERIKANAN KAB MALANG,5.082412292608495e-94
1319,50,38,APLIKASI MEDIA PEMBELAJARAN PENGENALAN ALAT MUSIK TRADISIONAL INDONESIA MENGGUNAKAN AUGMENTED REALITY BERBASIS ANDROID,5.892491121596474e-31
1320,50,27,SISTEM PENJADWALAN SERTIFIKASI DAN PENGINGAT PEGAWAI DI PT PERTAMINA EP ASSET 4 POLENG FIELD,2.5736368146635945e-47
1321,50,32,PENERAPAN TEKNOLOGI INFORMASI UNTUK PROSES PRODUKSI DAN PEMASARAN PRODUK BATIK DAN BORDIR DI PAKISAJI KAB MALANG,4.156537472663372e-70
1322,50,25,Identifikasi Dan Prediksi Tingkat Kematangan Pisang Candi Dengan Fitur Warna Dan Tekstur Menggunakan Metode K-Nearest Neighbor,6.085681897203659e-76
1323,50,20,IDENTIFIKASI AKOR GITAR MENGGUNAKAN ALGORITMA FAST FOURIER TRANSFORM FFT BERBASIS ANDROID,3.792636482880005e-50
1324,50,2,Implementasi FSM Finite State Machine Pada Game Surabaya Membara,7.173225220132213e-18
1325,50,2,Game Petualangan Andi Dengan Metode Fuzzy Sugeno Dan MRNG,1.827083680945738e-16
1326,50,25,Rancang Bangun Pemantauan Ketersediaan Lahan Parkir Mobil Menggunakan Metode Canny Edge Detection,1.5497534872621986e-38
