No Judul,No Dosen,No Bidang,Judul,Nilai Prediksi
803,38,5,Sistem pakar identifikasi hama dan penyakit tanaman tebu menggunakan metode naïve bayes,1.362132290551838e-49
804,38,33,Analisis Kontrak Berbasis Kinerja Kbk Dan Kontrak Konvensional Studi Kasus Proyek Pembangunan Jalan Kbk Semarang-bawen Dan Proyek Pembangunan Jalan Tol Semarang-solo,2.047558671996164e-35
805,38,3,Prediksi Financial Distress Menggunakan Pertumbuhan Penjualan dan Corporate Governance Pada Perusahaan Sektor Pertambangan,1.089427916411319e-31
806,38,6,Desain Rancangan Percobaan Pada Pengujian Kuat Tekan Beton Berbahan Campuran Cangkang Kemiri,9.436686350031879e-22
807,38,28,Aplikasi Perekrutan dan Penempatan Karyawan Baru Berbasis Web Studi Kasus PT Bfi Finance Indonesia Tbk,7.555576870048683e-36
808,38,2,Penerapan Algoritma A* Untuk Penentuan Jalur Pendakian Terbaik Pada Game Petualangan 3D,2.827318487658328e-74
809,38,25,IDENTIFIKASI WAJAH BERBASIS SEGMENTASI WARNA KULIT WAJAH MENGGUNAKAN NAIVE BAYES CLASSIFIER,1.2057693249240137e-33
810,38,28,Aplikasi Pencarian Pariwisata Dan Tempat Oleh-Oleh Terdekat Menggunakan Metode Haversine Berbasis Android,1.6387526528626934e-28
811,38,37,PERANCANGAN DAN PEMBUATAN E-LEARNING BERBASIS MOODLE PADA MATA PELAJARAN KETERAMPILAN KOMPUTER DAN PENGELOLAAN INFORMASI KKPI,1.719522555810841e-30
812,38,4,Aplikasi Kamus Istilah Kebudayaan Indonesia Berbasis Desktop Menggunakan Metode Fisher-Yates,1.9393277728392287e-26
813,38,34,Pengembangan Modul Multimedia Interaktif Pada Mata Pelajaran Teknologi Informasi Dan Komunikasi TikStudi Kasus Sma Negeri 12 Padang,1.5194486217467398e-36
814,38,31,Sistem pendukung keputusan pemilihan lbb pada kampung inggris pare menggunakan metode ahp,4.057587797795762e-20
815,38,38,Aplikasi Pengenalan Rambu Lalu Lintas Menggunakan Metode Fuzzy Mamdani Berbasis Android,1.1238337688772312e-26
816,38,32,Analisis dan Perancangan Sistem Informasi Sumber Daya Manusia SDM di PT Inti Karya,4.686867454685045e-24
817,38,11,RANCANG BANGUN SISTEM DETESI DAN PEMADAM KEBAKARAN PADA SMART HOME MENGGUNAKAN METODE FUZZY,4.23418655054477e-52
818,38,38,Jurnal Validitas Media Pembelajaran Berbasis Android Mata Pelajaran Teknologi Layanan Jaringan,3.889555181706413e-26
819,38,35,Hubungan Persepsi siswa tentang Keterampilan Guru PLK Tehadap SIkap Belajar Siswa Kelas X di SMKN 1 Pada Pada semester Genap Tahun Pelajaran 2018/2019,3.078135210103718e-54
820,38,31,Pengaruh Kepemimpinan Transformasional Integritas Kompetensi Dan Komitmen Organisasi Terhadap Kinerja Karyawan Di PT Golden Riau Jaya Pekanbaru,2.766549670133279e-34
821,38,31,Aplikasi Penentuan Pengguna Sarana Prasarana Politeknik Negeri Malang Menggunakan Metode ELECTRE,1.7534832705492043e-26
822,38,36,Rancang Bangun Game “Color Impact” Sebagai Sarana Edukasi Berbasis Android,1.162325145303368e-24
823,38,33,Aplikasi Customer Relationship Management CRM Pada Balai Kesehatan Masyarakat BKM Muslimat Kepanjen,4.5446873324227e-22
824,38,37,Implementasi Google Speech Untuk Penentuan Level Pembelajaran Iqro’Berbasis Android,4.37570465347935e-17
825,38,12,Ekspresi Kalretinin Pada Diagnosis Sitologi Efusi Pleura dengan Gambaran Sitomorfologi Adenokarsinoma,1.1906592954805288e-08
826,38,37,SIMULASI PEMBELAJARAN PENANGANAN KEBAKARAN HUTAN BERBASIS ANDROID,4.849218311064426e-31
827,38,5,Sistem Pakar untuk Mendiagnosa Penyakit Kusta Menggunakan Metode Backward Chaining Studi Kasus Upt Puskesmas Talango-sumenep,2.1831449661658984e-50
828,38,34,Rancang Bangun Sistem Informasi Akademik Siswa dengan Menggunakan Notifikasi SMS pada Smk Muhammadiyah 1 Kepanjen,1.098218782799824e-29
829,38,37,Aplikasi Visual Heart Anatomy Dengan Menggunakan Sensor Kinect,1.8869450281600535e-15
830,38,34,Pengaruh Pemberian Jus Jambu Biji Psidium Guajava L Terhadap Parameter Histopatologi Radang Kronik dan Ekspresi Vascular Endothelial Growth Factor Studi Eksperimental …,6.99647298563882e-29
831,38,3,PENGARUH WOM WORD OF MOUTH TERHADAP PERSEPSI KONSUMEN DAN DAMPAKNYA TERHADAP KEPUTUSAN PEMBELIAN,3.3863199015508704e-30
832,38,28,Sistem Rekomendasi Tempat Wisata di Malang Raya Dengan Metode Fuzzy Berbasis Web,4.260928981942113e-28
833,38,37,Perancangan dan Pembuatan Aplikasi Media Pembelajaran Berbasis Android Pada Mata Pelajaran Simulasi dan Komunikasi Digital,4.936518341868496e-30
834,38,15,Ekspresi Reseptor Estrogen Dan Reseptor Progesteron Pada Pasien Dengan Leiomioma Uteri,2.9880485707360266e-05
835,38,11,Detektor Formalin Pada Mi Berbasis Fiber Optik dan Internet Of Things,8.194388699740236e-18
836,38,14,Kajian Bahan Kaca Boro-tellurite untuk Shielding Radiasi Gamma Pada Kedokteran Nuklir Pengganti Bahan Konvensional,1.0552175737716398e-18
837,38,38,Perang Dagang dan Dampaknya Bagi Investasi Tiongkok di Indonesia 2018-2020,2.8499777964066665e-22
838,38,37,Pengujian Validitas Media Pembelajaran Berbasis Android Pada Mata Pelajaran Adminitrasi Server Jaringan ASJ Kelas IX TKJ SMKN 3 Padang,2.094884967915912e-35
839,38,37,Perancangan Media Pembelajaran BimbinganTIK Berbasis Android Siswa SMK Jurusan Bisnis Konstruksi dan Propeti Studi Kasus SMK Negeri 1 Padang,7.968073190429811e-41
840,38,25,Implementasi case-based-reasoning pada deteksi estrus sapi perah menggunakan sorensen coefficient,2.353605059392113e-13
841,38,7,Analisis Sentimen Kualitas Layanan Online Marketplace di Indonesia Menggunakan Metode Support Vector Machine,6.445165679676516e-68
842,38,30,IMPLEMENTASI METODE FUZZY TIME SERIES RUEY CHYN TSAUR UNTUK MENGUKUR POTENSI PENJUALAN PRODUK DI UD RAMA JAYA WATER HEATER,3.5957796126503287e-59
843,38,11,Jurnal Rancang Bangun Sistem Monitoring dan Controlling pada Budidaya Jamur Tiram Berbasis IoT,4.9183741464489566e-27
844,38,7,Analisis Sentimen Opini Masyarakat Terhadap Pembangunan Infrastruktur Kota Malang Melalui Twiter Dengan Menggunakan Metode Support Vector Machine,1.2952358560577689e-42
845,38,28,Aplikasi Pemesanan Laundry Menggunakan Google Maps API berbasis Android Studi Kasus Home Laundry & Dry Clean,6.653046506487452e-35
846,38,11,Rancang Bangun Sistem Monitoring dan Controlling pada Budidaya Jamur Tiram Berbasis IoT Internet Of Things,2.0501669258579526e-55
847,38,38,EKSPRESI VEGF DAN ENDOGLIN SEBAGAI FAKTOR PROGNOSTIK PADA BERBAGAI DERAJAT HISTOPATOLOGIK DAN KLASIFIKASI MOLEKULER PADA INVASIVE BREAST CARCINOMA OF NO SPECIAL TYPE,2.786798111670036e-17
848,38,3,OPTIMASI E-COMMERCE MEMANFAATKAN WEB USAGE MINING MENGGUNAKAN METODE ASSOSIATIVE RULE MINING UNTUK MENGETAHUI POLA REKOMENDASI PRODUK,1.420071648910594e-38
849,38,5,Implementasi Case Based Reasoning Pada Sistem Pakar Deteksi Ketepatan Estrus Sapi Perah Menggunakan Sorensen Coefficient,5.0018529708416745e-43
850,38,35,Studi Keterampilan Teknik Dasar dan Daya Tahan Pemain SSB Putra Kapur Kabupaten Limapuluh Kota,4.2989962232834265e-30
851,38,5,Sistem Pakar Diagnosa Awal Jenis Kulit Wajah Menggunakan Niave Bayes Classifier,1.5400473413620446e-49
852,38,32,SISTEM INFORMASI MANAJEMEN PENJUALAN DI PERUSAHAAN CHROME INC BERBASIS WEB DAN ANDROID,4.9894504592597885e-30
853,38,30,SISTEM PERAMALAN PENJUALAN SEPEDA MOTOR YAMAHA DI SENTRAL YAMAHA MALANG DENGAN METODE LEAST SQUARE,5.237924074369765e-42
854,38,3,PENGARUH PELAYANAN DAN KEUNGGULAN PRODUK TERHADAP MINAT MASYARAKAT MENGGUNAKAN ASURANSI PRULINK SYARIAH EDU PROTECTION DI PT PRUDENTIAL LIFE ASSURANCE PEKANBARU DALAM …,5.62632782820776e-41
855,38,34,PERANCANGAN DAN PEMBUATAN WEBSITE UJIAN ONLINE JURUSAN KMIA ANALISIS Studi Kasus Kelas X SMK SMAK Padang,1.4471450811318748e-41
856,38,14,ANALISA UJI TARIK DAN UJI IMPAK KOMPOSIT PENGUAT KARBON CAMPURAN EPOXY-KARET SILIKON 30% 40% 50% RAMI ANYAMAN KAWAT MATRIK EPOXY,5.065941971421666e-25
857,38,34,Pengaruh kualitas layanan elektronik pada aplikasi seluler traveloka terhadap niat pembelian ulang,1.0246890644818692e-26
858,38,34,PENGARUH PEMBERIAN BERBAGAI IMBANGAN RUMPUT DAN KONSENTRAT TERHADAP KECERNAAN SERAT KASAR DAN BAHAN EKSTRAK TANPA NITROGEN PADA DOMBA GARUT JANTAN UMUR 16 BULAN,7.519953073191005e-29
859,38,35,Studi Keterampilan Teknik Dasar dan Daya Tahan Pemain SSB Putra Kapur Kecamatan Kapur IX Kabupaten Limapuluh Kota,9.219134828610254e-34
860,38,31,PENENTUAN PERINGKAT SOFT SKILL SISWA MENGGUNAKAN METODE FUZZY TAHANI STUDI KASUS SDN 1 PANDANSARI LOR,1.2880377191244906e-35
861,38,7,ANALISA DIFFERENT INERTIA WEIGHT UNTUK OPTIMASI FEATURE SELECTION DENGAN PARTICLE SWARM OPTIMIZATION WITH TIME VARYING ACCELERATION ANT COLONY CLUSTERING DOKUMEN TEKS INDONESIA,3.698133096859418e-43
862,38,23,PERBEDAAN ANTARA EKSPRESI TUMOR ACTIVATING MACROPHAGE TAM/CD68 DAN TUMOR SUPRESSOR GENE P16 PADA KARSINOMA SEL SKUAMOSA SERVIKS UTERI YANG RESIDIF DAN TIDAK RESIDIF DI RSUP …,1.0654585541228273e-22
863,38,31,Sistem Pendukung Keputusan Untuk Menentukan Jenis Investasi Menggunakan Metode Fuzzy Dan Cost Benefit Analysis,1.0394150336828648e-63
864,38,3,SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI PAKET MENU MENGGUNAKAN ALGORITMA APRIORI DENGAN METODE MARKET BASKET ANALISIS PADA KINGS FOOD KENDARI,4.502266541438135e-31
865,38,28,APLIKASI SISTEM PEREKRUTAN DAN PENEMPATAN KARYAWAN BARU BERBASIS WEB Studi Kasus Pt Bfi Finance Indonesia Tbk,7.555576870048683e-36
866,38,3,IMPLEMENTASI METODE K-MEANS CLUSTERING DALAM MENGELOMPOKKAN KOMPETENSI MAHASISWA,2.008266334646262e-17
867,38,6,Analisis Pengaruh Penggunaan Campuran Cangkang Kemiri Terhadap Kuat Tekan Beton RIngan,6.735682388437794e-18
868,38,14,PERANCANGAN STASIUN KERJA BAGIAN PACKING PADA PT X,1.1204322414855168e-20
869,38,5,SISTEM PAKAR DIAGNOSA HAMA APEL DENGAN METODE CERTAINTY FACTOR BERBASIS WEB,4.1982863860032495e-25
870,38,28,GAMBARAN KECEMASAN PADA ORANG TUA DENGAN ANAK BERKEBUTUHAN KHUSUS DI SLB AL-ICHLAS JAYARATU KECAMATAN SARIWANGI KABUPATEN TASIKMALAYA,3.439464916059344e-32
871,38,31,PENGARUH FAKTOR PSIKOLOGIS KARYAWAN DAN KOMUNIKASI KERJA TERHADAP KINERJA KARYAWAN PADA PT MULTIINDO ABADI SENTOSA MEDAN,8.718915292381292e-40
872,38,28,sistem rekomendasi lokasi ekowisata di kabupaten sidoarjo berbasis maps,4.655253921603416e-19
873,38,28,IMPLEMENTASI METODE MOORA UNTUK PENENTUAN PRIORITAS REHABILITASI SEKOLAH PADA DINAS PENDIDIKAN KOTA MALANG,5.5604919581929484e-55
874,38,37,Penerapan Metode Maisura untuk meningkatkan kemampuan siswa dalam membaca al-Quran Penelitian tindakan kelas di Kelas X SMA Karya Budi Cileunyi,6.189898964111945e-47
875,38,5,SISTEM PAKAR DIAGNOSA KERUSAKAN MESIN TRUCK DUTRO DENGAN METODE CERTAINTY FACTOR BERBASIS WEB,8.455277986116468e-25
876,38,34,PENGARUH KOMITMEN ORGANISASI DAN MOTIVASI TERHADAP ORGANIZATIONAL CITIZENSHIP BEHAVIOR PERAWAT RSUD PANEMBAHAN SENOPATI BANTUL,1.8587735451600456e-25
877,38,9,Analisa Metode Pelaksanaan Pekerjaan dan Menghitung Volume Cut and Fill di Proyek Pembangunan TPA Kota Batam,9.60795889466359e-38
878,38,36,GAME PENINGGALAN SEJARAH DI PULAU JAWA GENRE PETUALANGAN,4.468273810013686e-41
879,38,36,GAME 2D EDUKASI CERITA RAKYAT NUSANTARA “LUTUNG KASARUNG” MENGGUNAKAN LOGIKA FUZZY,5.843437941039957e-51
880,38,2,Game Petualangan Andi Dengan Metode Fuzzy Sugeno Dan MRNG,1.7187698771463275e-30
881,38,2,PENGEMBANGAN GAME EDUKASI PENYELAMATAN LINGKUNGAN DAN HABITAT SATWA LIAR” GUARDIAN OF EARTH” DENGAN METODE FINITE STATE MACHINE DAN FUZZY SUGENO,2.973127591712259e-41
882,38,36,PENGEMBANGAN GAME “PETUALANGAN JAKA DAN POHON KACANG AJAIB”,2.357851861306411e-25
883,38,36,GAME EDUKASI “STORY OF SRI TANJUNG” CERITA SEJARAH PADA RELIEF CANDI PENATARAN,7.970102516173305e-23
884,38,2,GAME EDUKASI LINGKUNGAN “SIBABA” MENGGUNAKAN LOGIKA FUZZY DAN LINEAR CONGRUENT METHOD,8.846023144985649e-25
885,38,36,GAME EDUKASI 2D PLATFORMER “PENGENALAN HABITAT HEWAN” BERBASIS ANDROID,8.306139238610111e-18
886,38,35,PELATIHAN GOOGLE CLASSROOM TENTANG PENGANTAR MATERI BUAT AKUN GMAIL CARA LOGIN DAN MOODLE TENTANG UPLOAD MATERI ENROL KEY DI SMK MUHAMMADIYAH 1 MOYUDAN,1.620561904714505e-56
887,38,35,Peningkatan Kemampuan Komputerisasi Akuntansi Accurate Bagi Guru dan Siswa SMK,1.916450455851376e-21
888,38,7,ANALISIS EFISIENSI BANK KONVENSIONAL DAN BANK SYARIAH DENGAN METODE DATA ENVELOPMENT ANALYSIS DEA DI INDONESIA PERIODE 2012-2016,5.770669025487239e-26
889,38,38,PERBEDAAN EKSPRESI PROTEIN CD44 PADA BERBAGAI GRADE ADENOKARSINOMA PROSTAT,4.851081886326932e-08
890,38,28,Perancangan Sistem Informasi Jasa Service Sepeda Motor Pada Bengkel Jaya Oil Jambi,1.2972797799167891e-24
891,38,27,RANCANGAN MANAJEMEN RISIKO KORPORASI TERINTEGRASI BERBASIS ISO 31000 2018 DI PT SUCOFINDO PERSERO,1.6853047016624882e-29
892,38,5,PEMANFAATAN BABADOTAN Ageratum conyzoides L UNTUK MENGENDALIKAN HAMA KUTU DAUN PADA TANAMAN CABAI RAWIT Capsicum frustescent L,1.782489838578663e-31
893,38,31,PENGARUH DISIPLIN KERJA DAN PENGAWASAN KERJA TERHADAP KINERJA Suatu Studi pada Pegawai Dinas Pekerjaan Umum Kota Bandung,1.645906779119567e-50
894,38,36,Rancang Bangun Game First Person Shooter Dengan Procedural Content Generation Berbasis Virtual Reality,1.0888782105911662e-34
895,38,33,Analisis dan Usulan Strategi Pemasaran Untuk Meningkatkan Penjualan Studi Kasus PT Insan Muda Berdikari Cisarua-Cimahi,2.0834089725200673e-28
896,38,37,Perancangan Media Mobile Learning Berbasis Web Mobile Mata Pelajaran Komputer dan Jaringan Dasar,6.15697646319819e-34
897,38,38,Aplikasi Media Advertising Mobile Berbasis Augmented Reality,2.8396473732252404e-15
898,38,7,PENGARUH VARIABLE ACCELERATION FACTOR PADA PENGELOMPOKAN DOKUMEN TEXT BERBAHASA INDONESIA DENGAN DARWINIAN PARTICLE SWARM OPTIMIZATION ANT COLONY CLUSTERING,1.5686718173433816e-35
899,38,5,Rancang Bangun Sistem Pakar Penentuan Peyakit Domba Menggunakan Metode Certainty Factor,6.48025956611832e-21
900,38,15,ANALISIS WAKTU PROSES PRODUKSI DENGAN MENGGUNAKAN LINE BALANCING DI PT TRIAS MABUA KRISTA,2.285304193406358e-24
901,38,3,KLASIFIKASI STATUS GIZI BALITA MENGGUNAKAN METODE CERTAINTY FACTOR STUDI KASUS POSYANDU RW 8A “TUNAS BANGSA”,9.570447336334846e-37
902,38,33,RANCANG BANGUN SISTEM INFORMASI INDEKS KEPUASAN PELANGGAN PADA PT KARTIKA SARI MULIA,1.98224834406811e-43
903,38,31,SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN PESERTA PROGRAM TF SCALE PADA JTI MENGGUNAKAN METODE AHP,5.273328138447484e-35
904,38,31,Spk Pemilihan Media Online Sebagai Sarana Promosi Menggunakan Metode Ahp,6.627781545287517e-31
905,39,2,Penerapan Perilaku Cerdas pada Obyek di Dalam Game Flash Tower Defense,5.317241462983191e-17
906,39,36,PERBAIKAN KUALITAS PERMAINAN EDUKASI DENGAN MENGGUNAKAN DOKUMEN DESAIN PERMAINAN,9.314977817838011e-25
907,39,35,Survei Awal Evolusi Pada Perangkat Lunak Permainan,1.0688769253656084e-18
908,40,36,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,1.473877368804982e-64
909,40,11,SISTEM MONITORING BERBASIS INTERNET PADA OTOMATISASI SUHU KANDANG AYAM BROILER MENGGUNAKAN RASPBERRY PI,9.963637400137389e-57
910,40,31,Implementasi Metode AHP dan TOPSIS untuk Rekomendasi Wisata Kota Batu,9.75052154448392e-45
911,40,25,Identifikasi Pneumonia Pada Citra Rontgen Paru Menggunakan Metode Power-Law Trans,2.608799042758858e-31
912,40,25,"Identifikasi"" Acne Vulgaris"" Berdasarkan Fitur Warna Dan Tekstur Menggunakan Klasifikasi JST Backpropagation",1.9404745193547079e-41
913,40,7,Implementasi Analisis Sentimen Twitter Mengenai Opini Masyarakat Terhadap RKUHP Tahun 2019,6.659745322132747e-52
914,40,4,Implementasi Analisis Sentimen Twitter Mengenai Opini Masyarakat Terhadap Rancangan Kitab Undang-Undang Hukum Pidana RKUHP Tahun 2019,3.804907335891681e-88
915,40,22,LITERASI DIGITAL UNTUK MENINGKATKAN ETIKA KOMUNIKASI DIGITAL BAGI KOMUNITAS REENACTOR NGALAM,6.577463602442229e-57
916,40,4,Otomatisasi Peringkasan Teks pada Dokumen Hukum Menggunakan Latent Semantic Analysis,2.498544364859377e-48
917,40,28,SISTEM INFORMASI PELATIHAN DI INSTANSI TENAGA KERJA AMONG TANI BERBASIS WEBSITE,3.2074846949486606e-40
918,40,27,SISTEM PENJADWALAN SERTIFIKASI DAN PENGINGAT PEGAWAI DI PT PERTAMINA EP ASSET 4 POLENG FIELD,2.1290147753718616e-47
919,40,37,APLIKASI PENGOLAHAN DATA TUGAS AKHIR BERBASIS WEBSITE MAHASISWA D3 ADMINISTRASI BISNIS JURUSAN ADMINISTRASI NIAGA POLITEKNIK NEGERI MALANG,1.1050388764701524e-51
920,40,12,PEMANFAATAN RASPBERRY PI PADA PERANGKAT KUNCI PINTAR MENGGUNAKAN KRIPTOGRAFI RSA DAN AES,4.4779343411614095e-84
921,40,34,SISTEM INFORMASI MONITORING DAN EVALUASI PROGRAM KERJA PADA OKI POLINEMA BERBASIS WEBSITE DAN ANDROID,4.6191084723535535e-55
922,40,34,SISTEM PENGGAJIAN ONLINE DOSEN KONTRAK/LUAR BIASA BERBASIS WEBSITE STUDI KASUS POLITEKNIK NEGERI MALANG,1.545845134824358e-56
923,40,19,Absensi Kelas Otomatis Melalui Pengenalan Citra Wajah Menggunakan Metode Principal Component Analysis,3.3469204158160386e-67
924,40,9,KAJIAN BUDAYA NASIONAL DALAM MEMBENTUK BUDAYA ORGANISASI,1.2524157367598177e-22
925,40,5,SISTEM PAKAR DIAGNOSA PENYAKIT GASTROENTEROLOGI MENGGUNAKAN METODE FUZZY CERTAINTY FACTOR,3.2258769655548336e-33
926,40,19,Pengenalan Karakter Tulisan Tangan Dengan Menggunakan Metode Diagonal Feature Extraxtion,1.1123293307584696e-18
927,40,4,ANALISIS SKEMA–SKEMA KEMIRIPAN VEKTOR PADA DESKRIPSI VIDEO MICROSOFT BAHASA INDONESIA,3.6802529870128296e-30
928,40,22,Memperbaiki Kualitas Foto Rontgen Paru-Paru Untuk Identifikasi Penyakit Pneumonia Menggunakan Metode Power-Law Trans,7.35685466223611e-27
929,40,20,IMPLEMENTASI DIGITAL WATERMARKING PADA CITRA DIGITAL MENGGUNAKAN METODE DISCRETE HARTLEY TRANSFORM DHT,1.3216112850468643e-16
930,41,2,Penerapan Algoritma Fisher-Yates pada Pengacakan Soal Game Aritmatika,2.7398470500813957e-47
931,41,7,Implementasi metode naive bayes untuk intrusion detection system ids,3.064340217661219e-45
932,41,30,PERAMALAN STOK OBAT DI PUSKESMAS GENDING PROBOLINGGO MENGUNAKAN METODE WINTER’S EXPONENTIAL SMOOTHING,3.293189321421326e-44
933,41,5,Sistem Pakar Diagnosis Penyakit Tanaman Buah Dalam Pot Menggunakan Metode Dempster Shafer Berbasis Web,3.822593134098632e-54
934,41,30,Pengembangan SIstem Peramalan Penjualan Galon Menggunakan Metode Single Exponential Smoothing,2.74099871112802e-35
935,41,28,Aplikasi Pendataan Jalan Berlubang SKPD-TP Dinas Binamarga Provinsi Jawa Timur PPK Wilayah Probolinggo-Lumajang-Turen-Kepanjen Berbasis Android,1.7741347379452864e-29
936,41,11,Alat Pendeteksi Telur Menggunakan Sensor Cahaya Dan Bahasa C,4.609664684886683e-21
937,41,30,Pengembangan Aplikasi Mobile Peramalan Cuaca untuk Penentuan Tanaman Pangan Menggunakan Metode Triple Exponential Smoothing,1.931668333736056e-32
938,41,12,Aplikasi pengiriman pesanan makanan menggunakan algoritma djikstra,1.1761477782019147e-31
939,41,27,PERAMALAN PEKERJAAN PERTAMA PADA MAHASISWA MENGGUNAKAN METODE BACKPROPAGATION DI JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,1.9029641296579e-36
940,41,31,Sistem Pendukung Keputusan Penerima Kredit UKM Menggunakan Metode Weighted Aggregated Sum Product Assessment Studi Kasus BANK BPR Jatim Cabang Magetan,5.075580971673067e-89
941,41,5,SISTEM PAKAR REKOMENDASI MENU MAKANAN UNTUK MENCUKUPI KEBUTUHAN GIZI IBU MENYUSUI,1.3167529646055967e-32
942,41,7,Sistem Pakar Klasifikasi Kecanduan Gadget Menggunakan Teori Arthurt T Hovart Dengan Metode Naive Bayes Classifier Untuk Anak Sekolah Dasar,3.3412936375329296e-69
943,41,17,ANALISIS RESPONSE METRICS TERHADAP ARSITEKTUR MONOLITHIC DAN MICROSERVICES DALAM IMPLEMENTASI APLIKASI KOMPEN,4.740482657557497e-21
944,41,31,SISTEM PENJADWALAN SIDANG TUGAS AKHIR MENGGUNAKAN METODE ANALYTICAL HIERARCHY PPROCESS DI JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,6.852876125099181e-75
945,41,28,SISTEM PENYEWAAN ALAT BERKEMAH BERBASIS WEB DI CV CILIWUNGCAMP NUSANTARA MALANG,8.836645069005137e-38
946,41,27,RANCANG BANGUN SISTEM INFORMASI INTEGRASI KEARSIPAN VITAL DAN MONITORING KEGIATAN PENELITIAN DI BALAI PENELITIAN TANAMAN PEMANIS DAN SERAT,1.2879995154456849e-33
947,41,5,PENGEMBANGAN SISTEM PAKAR DIAGNOSIS PENYAKIT KELINCI DENGAN MENGGUNAKAN METODE CASE BASED REASONING,1.7313064283824778e-43
948,41,12,PEMANFAATAN TEKNOLOGI USB DONGLE SERVER LINUX UNTUK PEMANFAATAN FLEKSIBILITAS IMPLEMENTASI APLIKASI SISTEM INFORMASI,1.8005619537915247e-43
949,41,3,APLIKASI WHATSAPP GATEWAY UNTUK NOTIFIKASI SURAT PERINGATAN MAHASISWA MENGGUNAKAN METODE MESIN TURING DAN REST,2.0837960122581526e-90
950,41,5,SISTEM PAKAR DIAGNOSA PENYAKIT PADA BURUNG LOVEBIRD MENGGUNAKAN METODE TEOREMA BAYES,5.342582426431355e-19
951,41,11,PENERAPAN TEKNOLOGI NFC UNTUK SISTEM KEAMANAN AKSES PINTU KELAS MENGGUNAKAN RASPBERRY PI,6.395929749156921e-50
952,41,28,Optimasi Penjadwalan Maintenance Kendaraan Menggunakan Alat GPS Tracking Berbasis Android,2.448826997637785e-24
953,41,5,SISTEM PAKAR DIAGNOSIS PENYAKIT SAPI MENGGUNAKAN FUZZY INFERENCE TSUKAMOTO,2.03573841959268e-40
954,41,30,IMPLEMENTASI FORECASTING UNTUK MENENTUKAN JUMLAH PRODUKSI SUSU SAPI MENGGUNAKAN TREND KUADRATIK,2.454296754205153e-42
955,41,30,PREDIKSI STOK PERTAMAX SPBU SINGOSARI MALANG MENGGUNAKAN METODE LEAST SQUARE,2.623594911989412e-38
956,41,30,SISTEM INFORMASI PERAMALAN PENJUALAN VOUCHER INTERNET DENGAN METODE DOUBLE EXPONENTIAL SMOOTHING Studi Kasus Pada GEMINI CELL,9.873775827099138e-56
957,41,25,PENGOLAHAN CITRA DIGITAL IDENTIFIKASI JENIS TANAH MENGGUNAKAN METODE NAIVE BAYES CLASSIFIER,8.261200700251201e-61
958,41,28,PENGEMBANGAN SISTEM KLASTERISASI WILAYAH RT/RW DI KECAMATAN SUMBERPUCUNG BERDASARKAN WABAH PENYAKIT,2.492601334130906e-40
959,41,31,SISTEM PEMILIHAN PEMBELIAN LAPTOP PADA E–COMMERCE MENGGUNAKAN METODE WEIGHTED PRODUCT,4.221254401496341e-49
960,41,3,IMPLEMENTASI METODE K-MEDOIDS CLUSTERING UNTUK MENGELOMPOKAN DATA PERSEBARAN PENYAKIT YANG DISEBABKAN VIRUS DAN BAKTERI DI KABUPATEN PAMEKASAN STUDI KASUS KECAMATAN TLANAKAN,6.556948194020858e-44
961,41,18,SINKRONISASI DATABASE TERHADAP PENGIRIMAN DATA SMS MENGGUNAKAN MULTIPLE MODEM SMSGATEWAY,5.1233878388839995e-45
962,41,24,Estimasi Parameter-Parameter Yield Surat Utang Negara Indonesia Menggunakan Metode Ensemble Kalman Filter,8.967305642423758e-25
963,41,11,PENJAWAB PESAN SMS OTOMATIS MENGGUNAKAN RASPBERRY PI DENGAN MENGGUNAKAN METODE BRUTE FORCE,2.795313289870805e-21
964,41,11,MEMBANGUN CACHE WEB PROXY MENGGUNAKAN MIKROTIK DI UNIVERSITAS INSTITUTE OF BUSINESS TIMOR LESTE,3.2521871905100256e-30
965,41,28,Metode Pemanfaatan Command Line Untuk Direct Printing Pada Aplikasi Berbasis Web,1.1559175444579162e-53
966,41,3,Ekstraksi Data Hyperterminal untuk Menerima Data dari Timbangan Digital Menggunakan Metode Mesin Turing,2.2464672032578004e-22
967,41,32,Sistem Informasi Penjualan Dengan Kontrol Transaksi Secara Online Menggunakan Codeigniter,2.378517549404714e-21
968,41,14,Manajemen Bandwidth Untuk Optimalisasi Jaringan Di Smk Telkom Sandhy Putra Malang,2.2233307811205145e-24
969,41,4,APLIKASI TUNTUNAN LAGU QIRA’ATIL QUR’AN BERBASIS ANDROID,6.575639167431782e-14
970,41,13,ANALISIS SISTEM KEAMANAN HOTSPOT DENGAN MENGGUNAKAN HONEYPOT DAN IDS DI KAMPUS STMIK PPKIA PRADNYA PARAMITA MALANG,3.5445122527284125e-33
971,41,11,REKAM MEDIK PASIEN BERBASIS HANDWRITING MENGGUNAKAN ANDROID,1.541755572940628e-14
