No Dosen,Nama Dosen,No Judul,Judul,Grup Riset,Nama Bidang,Nilai Prediksi,Deleted
30,"Indra Dharma Wijaya, ST., M.MT.",896,UPAYA MENGEMBANGKAN GERAK DASAR MELALUI AKTIVITAS PERMAINAN BOLA Penelitian Tindakan Kelas Pada Siswa Kelas III SDN Sukarasa 3 kota Bandung,Information System,Computational Thinking,4.1803301172247504e-60,0
31,"Irsyad Arif Mashudi, M.Kom",897,Penerapan Perilaku Cerdas pada Obyek di Dalam Game Flash Tower Defense,Sistem Cerdas,Penerapan Kecerdasan Buatan,5.317241462983191e-17,0
31,"Irsyad Arif Mashudi, M.Kom",898,PERBAIKAN KUALITAS PERMAINAN EDUKASI DENGAN MENGGUNAKAN DOKUMEN DESAIN PERMAINAN,Multimedia dan Game,Pengembangan Game,9.314977817838011e-25,0
31,"Irsyad Arif Mashudi, M.Kom",899,Survei Awal Evolusi Pada Perangkat Lunak Permainan,Information System,Computational Thinking,1.0688769253656084e-18,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",900,RANCANG BANGUN RUNNER GAME 2D DENGAN TEMA PENGENALAN KEMBALI LIRIK LAGU DAERAH MENGGUNAKAN ALGORITMA FISHER-YATES SHUFFLE,Multimedia dan Game,Pengembangan Game,1.473877368804982e-64,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",901,SISTEM MONITORING BERBASIS INTERNET PADA OTOMATISASI SUHU KANDANG AYAM BROILER MENGGUNAKAN RASPBERRY PI,Computer Network,Penerapan IoT,9.963637400137389e-57,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",902,Implementasi Metode AHP dan TOPSIS untuk Rekomendasi Wisata Kota Batu,Information System,Penerapan Sistem Pendukung Keputusan,9.750521544483919e-45,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",903,Identifikasi Pneumonia Pada Citra Rontgen Paru Menggunakan Metode Power-Law Trans,Computer Vision,Penerapan Morfologi Citra Digital,2.608799042758858e-31,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",904,"Identifikasi"" Acne Vulgaris"" Berdasarkan Fitur Warna Dan Tekstur Menggunakan Klasifikasi JST Backpropagation",Computer Vision,Penerapan Morfologi Citra Digital,1.9404745193547079e-41,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",905,Implementasi Analisis Sentimen Twitter Mengenai Opini Masyarakat Terhadap RKUHP Tahun 2019,Sistem Cerdas,Penerapan Penambangan Teks,6.659745322132747e-52,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",906,Implementasi Analisis Sentimen Twitter Mengenai Opini Masyarakat Terhadap Rancangan Kitab Undang-Undang Hukum Pidana RKUHP Tahun 2019,Sistem Cerdas,Penerapan Information Retrieval,3.804907335891681e-88,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",907,LITERASI DIGITAL UNTUK MENINGKATKAN ETIKA KOMUNIKASI DIGITAL BAGI KOMUNITAS REENACTOR NGALAM,Computer Vision,Penerapan Pengolahan Citra,6.577463602442229e-57,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",908,Otomatisasi Peringkasan Teks pada Dokumen Hukum Menggunakan Latent Semantic Analysis,Sistem Cerdas,Penerapan Information Retrieval,2.498544364859377e-48,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",909,SISTEM INFORMASI PELATIHAN DI INSTANSI TENAGA KERJA AMONG TANI BERBASIS WEBSITE,Information System,Penerapan Sistem Informasi Geografis,3.2074846949486606e-40,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",910,SISTEM PENJADWALAN SERTIFIKASI DAN PENGINGAT PEGAWAI DI PT PERTAMINA EP ASSET 4 POLENG FIELD,Information System,Penerapan Manajemen Informasi,2.1290147753718616e-47,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",911,APLIKASI PENGOLAHAN DATA TUGAS AKHIR BERBASIS WEBSITE MAHASISWA D3 ADMINISTRASI BISNIS JURUSAN ADMINISTRASI NIAGA POLITEKNIK NEGERI MALANG,Multimedia dan Game,Multimedia,1.1050388764701524e-51,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",912,PEMANFAATAN RASPBERRY PI PADA PERANGKAT KUNCI PINTAR MENGGUNAKAN KRIPTOGRAFI RSA DAN AES,Computer Network,Penerapan Keamanan Data,4.4779343411614095e-84,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",913,SISTEM INFORMASI MONITORING DAN EVALUASI PROGRAM KERJA PADA OKI POLINEMA BERBASIS WEBSITE DAN ANDROID,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,4.6191084723535535e-55,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",914,SISTEM PENGGAJIAN ONLINE DOSEN KONTRAK/LUAR BIASA BERBASIS WEBSITE STUDI KASUS POLITEKNIK NEGERI MALANG,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.545845134824358e-56,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",915,Absensi Kelas Otomatis Melalui Pengenalan Citra Wajah Menggunakan Metode Principal Component Analysis,Computer Vision,Penerapan Pengenalan Pola,3.3469204158160386e-67,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",916,KAJIAN BUDAYA NASIONAL DALAM MEMBENTUK BUDAYA ORGANISASI,Sistem Cerdas,Penerapan Smart Living,1.2524157367598177e-22,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",917,SISTEM PAKAR DIAGNOSA PENYAKIT GASTROENTEROLOGI MENGGUNAKAN METODE FUZZY CERTAINTY FACTOR,Sistem Cerdas,Penerapan Sistem Pakar,3.2258769655548336e-33,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",918,Pengenalan Karakter Tulisan Tangan Dengan Menggunakan Metode Diagonal Feature Extraxtion,Computer Vision,Penerapan Pengenalan Pola,1.1123293307584696e-18,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",919,ANALISIS SKEMA–SKEMA KEMIRIPAN VEKTOR PADA DESKRIPSI VIDEO MICROSOFT BAHASA INDONESIA,Sistem Cerdas,Penerapan Information Retrieval,3.6802529870128296e-30,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",920,Memperbaiki Kualitas Foto Rontgen Paru-Paru Untuk Identifikasi Penyakit Pneumonia Menggunakan Metode Power-Law Trans,Computer Vision,Penerapan Pengolahan Citra,7.35685466223611e-27,0
32,"Kadek Suarjuna Batubulan, S.Kom, MT",921,IMPLEMENTASI DIGITAL WATERMARKING PADA CITRA DIGITAL MENGGUNAKAN METODE DISCRETE HARTLEY TRANSFORM DHT,Computer Vision,Penerapan Watermarking pada Citra,1.3216112850468643e-16,0
33,"Luqman Affandi, S.Kom., MMSI",922,Penerapan Algoritma Fisher-Yates pada Pengacakan Soal Game Aritmatika,Sistem Cerdas,Penerapan Kecerdasan Buatan,2.7398470500813957e-47,0
33,"Luqman Affandi, S.Kom., MMSI",923,Implementasi metode naive bayes untuk intrusion detection system ids,Sistem Cerdas,Penerapan Penambangan Teks,3.064340217661219e-45,0
33,"Luqman Affandi, S.Kom., MMSI",924,PERAMALAN STOK OBAT DI PUSKESMAS GENDING PROBOLINGGO MENGUNAKAN METODE WINTER’S EXPONENTIAL SMOOTHING,Information System,Penerapan Sistem Peramalan,3.293189321421326e-44,0
33,"Luqman Affandi, S.Kom., MMSI",925,Sistem Pakar Diagnosis Penyakit Tanaman Buah Dalam Pot Menggunakan Metode Dempster Shafer Berbasis Web,Sistem Cerdas,Penerapan Sistem Pakar,3.822593134098632e-54,0
33,"Luqman Affandi, S.Kom., MMSI",926,Pengembangan SIstem Peramalan Penjualan Galon Menggunakan Metode Single Exponential Smoothing,Information System,Penerapan Sistem Peramalan,2.74099871112802e-35,0
33,"Luqman Affandi, S.Kom., MMSI",927,Aplikasi Pendataan Jalan Berlubang SKPD-TP Dinas Binamarga Provinsi Jawa Timur PPK Wilayah Probolinggo-Lumajang-Turen-Kepanjen Berbasis Android,Information System,Penerapan Sistem Informasi Geografis,1.7741347379452864e-29,0
33,"Luqman Affandi, S.Kom., MMSI",928,Alat Pendeteksi Telur Menggunakan Sensor Cahaya Dan Bahasa C,Computer Network,Penerapan IoT,4.609664684886683e-21,0
33,"Luqman Affandi, S.Kom., MMSI",929,Pengembangan Aplikasi Mobile Peramalan Cuaca untuk Penentuan Tanaman Pangan Menggunakan Metode Triple Exponential Smoothing,Information System,Penerapan Sistem Peramalan,1.931668333736056e-32,0
33,"Luqman Affandi, S.Kom., MMSI",930,Aplikasi pengiriman pesanan makanan menggunakan algoritma djikstra,Computer Network,Penerapan Keamanan Data,1.1761477782019147e-31,0
33,"Luqman Affandi, S.Kom., MMSI",931,PERAMALAN PEKERJAAN PERTAMA PADA MAHASISWA MENGGUNAKAN METODE BACKPROPAGATION DI JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,Information System,Penerapan Manajemen Informasi,1.9029641296579e-36,0
33,"Luqman Affandi, S.Kom., MMSI",932,Sistem Pendukung Keputusan Penerima Kredit UKM Menggunakan Metode Weighted Aggregated Sum Product Assessment Studi Kasus BANK BPR Jatim Cabang Magetan,Information System,Penerapan Sistem Pendukung Keputusan,5.075580971673067e-89,0
33,"Luqman Affandi, S.Kom., MMSI",933,SISTEM PAKAR REKOMENDASI MENU MAKANAN UNTUK MENCUKUPI KEBUTUHAN GIZI IBU MENYUSUI,Sistem Cerdas,Penerapan Sistem Pakar,1.3167529646055967e-32,0
33,"Luqman Affandi, S.Kom., MMSI",934,Sistem Pakar Klasifikasi Kecanduan Gadget Menggunakan Teori Arthurt T Hovart Dengan Metode Naive Bayes Classifier Untuk Anak Sekolah Dasar,Sistem Cerdas,Penerapan Penambangan Teks,3.3412936375329296e-69,0
33,"Luqman Affandi, S.Kom., MMSI",935,ANALISIS RESPONSE METRICS TERHADAP ARSITEKTUR MONOLITHIC DAN MICROSERVICES DALAM IMPLEMENTASI APLIKASI KOMPEN,Computer Network,Penerapan IT Forensik pada Jaringan,4.740482657557497e-21,0
33,"Luqman Affandi, S.Kom., MMSI",936,SISTEM PENJADWALAN SIDANG TUGAS AKHIR MENGGUNAKAN METODE ANALYTICAL HIERARCHY PPROCESS DI JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,Information System,Penerapan Sistem Pendukung Keputusan,6.852876125099181e-75,0
33,"Luqman Affandi, S.Kom., MMSI",937,SISTEM PENYEWAAN ALAT BERKEMAH BERBASIS WEB DI CV CILIWUNGCAMP NUSANTARA MALANG,Information System,Penerapan Sistem Informasi Geografis,8.836645069005137e-38,0
33,"Luqman Affandi, S.Kom., MMSI",938,RANCANG BANGUN SISTEM INFORMASI INTEGRASI KEARSIPAN VITAL DAN MONITORING KEGIATAN PENELITIAN DI BALAI PENELITIAN TANAMAN PEMANIS DAN SERAT,Information System,Penerapan Manajemen Informasi,1.2879995154456849e-33,0
33,"Luqman Affandi, S.Kom., MMSI",939,PENGEMBANGAN SISTEM PAKAR DIAGNOSIS PENYAKIT KELINCI DENGAN MENGGUNAKAN METODE CASE BASED REASONING,Sistem Cerdas,Penerapan Sistem Pakar,1.7313064283824778e-43,0
33,"Luqman Affandi, S.Kom., MMSI",940,PEMANFAATAN TEKNOLOGI USB DONGLE SERVER LINUX UNTUK PEMANFAATAN FLEKSIBILITAS IMPLEMENTASI APLIKASI SISTEM INFORMASI,Computer Network,Penerapan Keamanan Data,1.8005619537915247e-43,0
33,"Luqman Affandi, S.Kom., MMSI",941,APLIKASI WHATSAPP GATEWAY UNTUK NOTIFIKASI SURAT PERINGATAN MAHASISWA MENGGUNAKAN METODE MESIN TURING DAN REST,Sistem Cerdas,Penerapan Data Besar,2.0837960122581526e-90,0
33,"Luqman Affandi, S.Kom., MMSI",942,SISTEM PAKAR DIAGNOSA PENYAKIT PADA BURUNG LOVEBIRD MENGGUNAKAN METODE TEOREMA BAYES,Sistem Cerdas,Penerapan Sistem Pakar,5.342582426431354e-19,0
33,"Luqman Affandi, S.Kom., MMSI",943,PENERAPAN TEKNOLOGI NFC UNTUK SISTEM KEAMANAN AKSES PINTU KELAS MENGGUNAKAN RASPBERRY PI,Computer Network,Penerapan IoT,6.395929749156921e-50,0
33,"Luqman Affandi, S.Kom., MMSI",944,Optimasi Penjadwalan Maintenance Kendaraan Menggunakan Alat GPS Tracking Berbasis Android,Information System,Penerapan Sistem Informasi Geografis,2.448826997637785e-24,0
33,"Luqman Affandi, S.Kom., MMSI",945,SISTEM PAKAR DIAGNOSIS PENYAKIT SAPI MENGGUNAKAN FUZZY INFERENCE TSUKAMOTO,Sistem Cerdas,Penerapan Sistem Pakar,2.03573841959268e-40,0
33,"Luqman Affandi, S.Kom., MMSI",946,IMPLEMENTASI FORECASTING UNTUK MENENTUKAN JUMLAH PRODUKSI SUSU SAPI MENGGUNAKAN TREND KUADRATIK,Information System,Penerapan Sistem Peramalan,2.454296754205153e-42,0
33,"Luqman Affandi, S.Kom., MMSI",947,PREDIKSI STOK PERTAMAX SPBU SINGOSARI MALANG MENGGUNAKAN METODE LEAST SQUARE,Information System,Penerapan Sistem Peramalan,2.623594911989412e-38,0
33,"Luqman Affandi, S.Kom., MMSI",948,SISTEM INFORMASI PERAMALAN PENJUALAN VOUCHER INTERNET DENGAN METODE DOUBLE EXPONENTIAL SMOOTHING Studi Kasus Pada GEMINI CELL,Information System,Penerapan Sistem Peramalan,9.873775827099138e-56,0
33,"Luqman Affandi, S.Kom., MMSI",949,PENGOLAHAN CITRA DIGITAL IDENTIFIKASI JENIS TANAH MENGGUNAKAN METODE NAIVE BAYES CLASSIFIER,Computer Vision,Penerapan Morfologi Citra Digital,8.261200700251201e-61,0
33,"Luqman Affandi, S.Kom., MMSI",950,PENGEMBANGAN SISTEM KLASTERISASI WILAYAH RT/RW DI KECAMATAN SUMBERPUCUNG BERDASARKAN WABAH PENYAKIT,Information System,Penerapan Sistem Informasi Geografis,2.492601334130906e-40,0
33,"Luqman Affandi, S.Kom., MMSI",951,SISTEM PEMILIHAN PEMBELIAN LAPTOP PADA E–COMMERCE MENGGUNAKAN METODE WEIGHTED PRODUCT,Information System,Penerapan Sistem Pendukung Keputusan,4.221254401496341e-49,0
33,"Luqman Affandi, S.Kom., MMSI",952,IMPLEMENTASI METODE K-MEDOIDS CLUSTERING UNTUK MENGELOMPOKAN DATA PERSEBARAN PENYAKIT YANG DISEBABKAN VIRUS DAN BAKTERI DI KABUPATEN PAMEKASAN STUDI KASUS KECAMATAN TLANAKAN,Sistem Cerdas,Penerapan Data Besar,6.556948194020857e-44,0
33,"Luqman Affandi, S.Kom., MMSI",953,SINKRONISASI DATABASE TERHADAP PENGIRIMAN DATA SMS MENGGUNAKAN MULTIPLE MODEM SMSGATEWAY,Computer Network,Penerapan Enkripsi,5.123387838884e-45,0
33,"Luqman Affandi, S.Kom., MMSI",954,Estimasi Parameter-Parameter Yield Surat Utang Negara Indonesia Menggunakan Metode Ensemble Kalman Filter,Computer Vision,Penerapan Filtering Citra,8.967305642423758e-25,0
33,"Luqman Affandi, S.Kom., MMSI",955,PENJAWAB PESAN SMS OTOMATIS MENGGUNAKAN RASPBERRY PI DENGAN MENGGUNAKAN METODE BRUTE FORCE,Computer Network,Penerapan IoT,2.795313289870805e-21,0
33,"Luqman Affandi, S.Kom., MMSI",956,MEMBANGUN CACHE WEB PROXY MENGGUNAKAN MIKROTIK DI UNIVERSITAS INSTITUTE OF BUSINESS TIMOR LESTE,Computer Network,Penerapan IoT,3.2521871905100256e-30,0
33,"Luqman Affandi, S.Kom., MMSI",957,Metode Pemanfaatan Command Line Untuk Direct Printing Pada Aplikasi Berbasis Web,Information System,Penerapan Sistem Informasi Geografis,1.1559175444579162e-53,0
33,"Luqman Affandi, S.Kom., MMSI",958,Ekstraksi Data Hyperterminal untuk Menerima Data dari Timbangan Digital Menggunakan Metode Mesin Turing,Sistem Cerdas,Penerapan Data Besar,2.2464672032578004e-22,0
33,"Luqman Affandi, S.Kom., MMSI",959,Sistem Informasi Penjualan Dengan Kontrol Transaksi Secara Online Menggunakan Codeigniter,Information System,Penerapan Bisnis Elektronik Sistem Informasi,2.378517549404714e-21,0
33,"Luqman Affandi, S.Kom., MMSI",960,Manajemen Bandwidth Untuk Optimalisasi Jaringan Di Smk Telkom Sandhy Putra Malang,Computer Network,Penerapan Virtualisasi Jaringan,2.2233307811205145e-24,0
33,"Luqman Affandi, S.Kom., MMSI",961,APLIKASI TUNTUNAN LAGU QIRA’ATIL QUR’AN BERBASIS ANDROID,Sistem Cerdas,Penerapan Information Retrieval,6.575639167431782e-14,0
33,"Luqman Affandi, S.Kom., MMSI",962,ANALISIS SISTEM KEAMANAN HOTSPOT DENGAN MENGGUNAKAN HONEYPOT DAN IDS DI KAMPUS STMIK PPKIA PRADNYA PARAMITA MALANG,Computer Network,Penerapan Keamanan Cyber,3.5445122527284125e-33,0
33,"Luqman Affandi, S.Kom., MMSI",963,REKAM MEDIK PASIEN BERBASIS HANDWRITING MENGGUNAKAN ANDROID,Computer Network,Penerapan IoT,1.541755572940628e-14,0
33,"Luqman Affandi, S.Kom., MMSI",964,Pencatatan Dan Pemisahan Data Log Proxy Server Ke Dalam Database Menggunakan Model Otomata Mesin Turing Di STMIK PPKIA Pradnya Paramita Malang,Sistem Cerdas,Penerapan Data Besar,1.2593442738813308e-45,0
33,"Luqman Affandi, S.Kom., MMSI",965,PENGEMBANGAN SOFTWARE “VIRTUAL AJI SAKA” SEBAGAI ALAT BANTU UNTUK BELAJAR MENGENAL AKSARA JAWA DENGAN PENDEKATAN MULTIMEDIA,Multimedia dan Game,Multimedia,3.266497834677291e-38,0
33,"Luqman Affandi, S.Kom., MMSI",966,IMPLEMENTASI SISTEM INFORMASI PERPUSTAKAAN BERBASIS DESKTOP DI SMA NEGERI 6 MALANG DALAM PEMINJAMAN BUKU,Information System,Penerapan Sistem Informasi Geografis,1.6391123741317017e-57,0
33,"Luqman Affandi, S.Kom., MMSI",967,SISTEM PRESENSI MENGGUNAKAN NFC SMARTPHONE ANDROID DAN RASPBERRY PI STUDI KASUS POLITEKNIK NEGERI MALANG,Information System,Penerapan Manajemen Informasi,3.584875198270297e-32,0
34,M. Hasyim Ratsanjani,968,Klasifikasi Anjuran Larangan dan Informasi Hadits menggunakan Metode Naive Bayes Classifier,Sistem Cerdas,Penerapan Penambangan Teks,8.971079079430412e-40,0
34,M. Hasyim Ratsanjani,969,EKSPERIMEN TEKNIK-TEKNIK KLASIFIKASI PADA DATA PERKEMBANGAN PROGRAM STUDI DI PERGURUAN TINGGI XYZ,Sistem Cerdas,Penerapan Data Besar,1.4957589866884184e-27,0
34,M. Hasyim Ratsanjani,970,Implementasi Klasifikasi untuk Prediksi Status Kredit Nasabah pada Kredit Kendaraan Bermotor,Sistem Cerdas,Penerapan Data Besar,2.803907287084157e-25,0
34,M. Hasyim Ratsanjani,971,IMPLEMENTASI ANALISA KEMIRIPAN TEKS UNTUK PENENTUAN DINAS PADA KELUHAN WARGA DI PEMERINTAHAN DAERAH,Sistem Cerdas,Penerapan Smart Living,4.694334760408367e-59,0
35,Mamluatul Hani'ah,972,Deteksi Bot Spammer pada Twitter Berbasis Sentiment Analysis dan Time Interval Entropy,Sistem Cerdas,Penerapan Information Retrieval,2.0057128000560462e-20,0
35,Mamluatul Hani'ah,973,Reduksi Dimensi Fitur Menggunakan Algoritma ALOFT Untuk Pengelompokan Dokumen,Computer Vision,Penerapan Filtering Citra,1.1932439893893868e-20,0
35,Mamluatul Hani'ah,974,ANALISIS PERTUMBUHAN BALITA MENGGUNAKAN ALGORITMA KMEANS++ UNTUK MENGETAHUI RESIKO OBESITAS,Sistem Cerdas,Penerapan Data Besar,2.5560209453360128e-39,0
35,Mamluatul Hani'ah,975,Analisis Sentimen Terhadap Sistem Zonasi Berdasarkan Wilayah Menggunakan FK-NNC,Information System,Penerapan Sistem Informasi Geografis,1.4019473857489102e-39,0
35,Mamluatul Hani'ah,976,Analisis Sentimen Tentang Opini Terhadap Performa Timnas Sepak Bola Indonesia Pada Twitter,Sistem Cerdas,Penerapan Penambangan Teks,1.20599123283233e-57,0
35,Mamluatul Hani'ah,977,Identifikasi Keaslian Uang Kertas Menggunakan Metode K Nearest Neighbor,Computer Vision,Penerapan Morfologi Citra Digital,5.112988477489929e-47,0
35,Mamluatul Hani'ah,978,ANALISIS SENTIMEN TERHADAP SISTEM ZONASI SEKOLAH BERDASARKAN WILAYAH MENGGUNAKAN FK-NNC,Information System,Penerapan Sistem Informasi Geografis,1.2465070718149773e-44,0
35,Mamluatul Hani'ah,979,PENGEMBANGAN SISTEM PAKAR DIAGNOSIS PENYAKIT KELINCI DENGAN MENGGUNAKAN METODE CASE BASED REASONING,Sistem Cerdas,Penerapan Sistem Pakar,1.7313064283824778e-43,0
35,Mamluatul Hani'ah,980,Pemetaan Secara Sistematis Pada Metrik Kualitas Perangkat Lunak,Information System,Computational Thinking,1.0688769253656084e-18,0
35,Mamluatul Hani'ah,981, Penggalian Pola Sekuensial Pada Data Akses Pengguna Website Menggunakan Algoritma Prefixspan,Sistem Cerdas,Penerapan Data Besar,1.1380320635473285e-23,0
36,"Meyti Eka Apriyani ST., MT.",982,Augmented Reality sebagai Alat Pengenalan Hewan Purbakala dengan Animasi 3D menggunakan Metode Single Marker,Multimedia dan Game,Penerapan Augmented Reality,1.176626361091816e-35,0
36,"Meyti Eka Apriyani ST., MT.",983,Analisis Penggunaan Marker Tracking Pada Augmented Reality Huruf Hijaiyah,Multimedia dan Game,Penerapan Augmented Reality,1.491271119578905e-21,0
36,"Meyti Eka Apriyani ST., MT.",984,Analisis Dan Implementasi Metode Marker Based Tracking Pada Augmented Reality Pembelajaran Buah-Buahan,Multimedia dan Game,Penerapan Augmented Reality,6.082826312393302e-26,0
36,"Meyti Eka Apriyani ST., MT.",985,Analisis Pemanfaatan Metode Markerless User Defined Target Pada Augmented Reality Sholat Shubuh,Multimedia dan Game,Penerapan Augmented Reality,3.6931840577787607e-25,0
36,"Meyti Eka Apriyani ST., MT.",986,Perancangan Aplikasi Kunjungan Kehamilan Berbasis Android,Multimedia dan Game,Penerapan Augmented Reality,2.9635582531411005e-17,0
36,"Meyti Eka Apriyani ST., MT.",987,Sistem Pelacakan Posisi Kapal Berbasis Mobile Android dan Web Server,Information System,Penerapan Sistem Informasi Geografis,6.745744411937016e-20,0
36,"Meyti Eka Apriyani ST., MT.",988,Analisis Dan Pembuatan Rigging Karakter 3d Pada Animasi 3d “Jangan Bohong Dong”,Multimedia dan Game,Penerapan Augmented Reality,8.2843194606808715e-22,0
36,"Meyti Eka Apriyani ST., MT.",989,Analisis Dan Implementasi Mel Script Untuk Lighting Dan Rendering Pada Film Animasi 3d Robocube,Multimedia dan Game,Multimedia,8.4541858962327415e-19,0
36,"Meyti Eka Apriyani ST., MT.",990,Redesign Corporate Identity Pada PT Sentral Mega Konsultan,Computer Network,Penerapan Virtualisasi Jaringan,1.7148961689473337e-11,0
36,"Meyti Eka Apriyani ST., MT.",991,Pemanfaatan Sistem Informasi Terintegrasi untuk Pengembangan Perpustakaan di Politeknik Negeri Batam,Information System,Integrasi Sistem dan Arsitektur,2.332365216285033e-24,0
36,"Meyti Eka Apriyani ST., MT.",992,Analisis dan Implementasi Cloud Recognition dan Device Storage Pada Augmented Reality Jenis Buah,Multimedia dan Game,Penerapan Augmented Reality,7.666425252828162e-29,0
36,"Meyti Eka Apriyani ST., MT.",993,Rancang Bangun Lab Komputer Virtual Berbasis Cloud Computing Menggunakan Ovirt Pada Jaringan Terpusat,Computer Network,Penerapan Virtualisasi Jaringan,5.785053237150806e-31,0
36,"Meyti Eka Apriyani ST., MT.",994,AUGMENTED REALITY PENGENALAN JENIS HEWAN HERBIVORA 3D MENGGUNAKAN METODE SINGLE MARKER,Multimedia dan Game,Penerapan Augmented Reality,6.25772334839869e-26,0
36,"Meyti Eka Apriyani ST., MT.",995,ANALISIS PENGARUH MAC MEDIUM ACCESS CONTROL TERHADAP THROUGHPUT PADA WIRELESS LOCAL AREA NETWORK IEEE 80211 b OVER FIBER,Computer Network,Penerapan Teknologi Nirkabel,5.444373587952895e-41,0
37,Milyun Ni'ma Shoumi,996,PEMETAAN DENGAN QGIS DAN PERHITUNGAN KORELASI FAKTOR YANG MEMPENGARUHI HASIL PRODUKSI PERTANIAN DENGAN PEARSON CORRELATION,Information System,Penerapan Sistem Informasi Geografis,6.961658016823824e-63,0
37,Milyun Ni'ma Shoumi,997,ANALISIS RESIKO KANKER PAYUDARA BREAST CANCER MENGGUNAKAN FUZZY INFERENCE SYSTEM FIS MODEL MAMDANI,Information System,Penerapan Sistem Pendukung Keputusan,6.411124848505715e-60,0
37,Milyun Ni'ma Shoumi,998,Implementasi case-based-reasoning pada deteksi estrus sapi perah menggunakan sorensen coefficient,Computer Vision,Penerapan Morfologi Citra Digital,2.3536050593921123e-13,0
37,Milyun Ni'ma Shoumi,999,Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,Information System,Penerapan Sistem Pendukung Keputusan,2.3248414333635087e-67,0
37,Milyun Ni'ma Shoumi,1000,PENGEMBANGAN SISTEM INFORMASI PEMESANAN JASA TOUR & TRAVEL DI CV CAHAYA TRAVEL BERBASIS WEBSITE,Information System,Penerapan Customer Relationship Management,8.0093018475214365e-56,0
37,Milyun Ni'ma Shoumi,1001,Implementasi Case Based Reasoning Pada Sistem Pakar Deteksi Ketepatan Estrus Sapi Perah Menggunakan Sorensen Coefficient,Sistem Cerdas,Penerapan Sistem Pakar,5.0018529708416745e-43,0
37,Milyun Ni'ma Shoumi,1002,Sistem Informasi Manajemen Peternakan Burung Puyuh Independen Farm di Kota Malang,Information System,Penerapan Sistem Informasi Geografis,1.0883053990249923e-26,0
37,Milyun Ni'ma Shoumi,1003,Deteksi Tempat Kosong Pada Lahan Parkir Mobil Menggunakan Metode Vehicle Detection dan Edge Detection,Computer Vision,Penerapan Morfologi Citra Digital,8.166835531571484e-30,0
38,"Moch. Zawaruddin Abdullah, S.ST., M.Kom",1004,Improvisasi Teknik Oversampling MWMOTE Untuk Penanganan Data Tidak Seimbang,Sistem Cerdas,Penerapan Data Besar,1.9125740538486674e-48,0
38,"Moch. Zawaruddin Abdullah, S.ST., M.Kom",1005,Perangkat Desa Melek Digital dan Kreatif Pelatihan Pengembangan Konten Digital Desa Ngijo Kabupaten Malang,Computer Vision,Penerapan Watermarking pada Citra,9.275728652809606e-163,0
38,"Moch. Zawaruddin Abdullah, S.ST., M.Kom",1006,Rancang Bangun Sistem Informasi Akuntansi Berbasis Website menggunakan Framework Laravel Studi kasus pada UKM Batik dan Bordir Desa Pakisaji Kabupaten Malang,Information System,Penerapan Bisnis Elektronik Sistem Informasi,3.2998477080542855e-45,0
38,"Moch. Zawaruddin Abdullah, S.ST., M.Kom",1007,SISTEM INFORMASI AKUNTASI SAKTIPOL UNTUK PENGELOLAAN KEUANGAN PRODUK BATIK DAN BORDIR DI DESA PAKISAJI KABUPATEN MALANG,Sistem Cerdas,Penerapan Smart Living,5.638982472601763e-92,0
38,"Moch. Zawaruddin Abdullah, S.ST., M.Kom",1008,Identifikasi Kualitas Terung Ungu berdasarkan Warna dan Tekstur menggunakan metode Jaringan Saraf Tiruan,Computer Vision,Penerapan Pengenalan Pola,8.320659231598815e-64,0
38,"Moch. Zawaruddin Abdullah, S.ST., M.Kom",1009,Penerapan Metode TF-IDF untuk Chatbot pada Sistem Informasi Pelayanan Percetakan Online,Information System,Penerapan Customer Relationship Management,4.509320104899849e-40,0
