Judul,Nama Bidang,Nilai Prediksi
Konseptual Perancangan Sistem Informasi/Manajemen Logistik Penanggulangan Bencana Simlog-Pb Berbasis Gis Geographic Information System Di Indonesia,Penerapan Bisnis Elektronik Sistem Informasi,3.595360933082726e-41
Sistem Informasi Pembelajaran Elektronik E-Learning Berbasis Website Di SMA Kristen Hidup Baru Bandung,Penerapan Pembelajaran Elektronik pada Sistem Informasi,6.326480074293904e-38
Efektifitas Penerapan Blended Learning Terhadap Hasil Belajar Mahasiswa Di Unilak,Multimedia,3.0444046061330857e-23
Penerapan algoritma genetika pada sistem penjadwalan perkuliahan berbasis website,Penerapan Kecerdasan Buatan,1.3800157271974415e-22
Pelatihan computational thinking dan lomba bebras untuk guru dan siswa Sekolah Dasar se-Bantul,Computational Thinking,1.0922766641447424e-20
"Penerapan Metode Computational Thinking Pada Kurikulum Aceh Untuk Mencapai Kognitif"" Mencipta"" di SMK Kota Lhokseumawe",Computational Thinking,8.23288485237153e-29
Sosialisasi dan Pelatihan Bebras Challenge Untuk Siswa SMP di Kota Palembang,Computational Thinking,1.1491315690039176e-24
PEMBANGUNAN MEDIA PEMBELAJARAN INTERAKTIF POLA PIKIR KOMPUTASI PATTERN RECOGNITION UNTUK TINGKAT SEKOLAH DASAR,Computational Thinking,5.765369411318306e-36
Hubungan Computational Thinking Skill CTS Dengan Hasil Belajar Mahasiswa Tahun Pertama Program Studi Komputer Di Banda Aceh,Computational Thinking,4.595056457270068e-36
Analisis kesiapan pembelajaran pemrograman pada siswa Madrasah Tsanawiyah Negeri Surakarta 1 berdasarkan kemampuan berpikir komputasi,Computational Thinking,3.50889187006733e-39
Proses Berpikir Mahasiswa dalam Menyelesaikan soal Kalkulus,Penerapan Global Professional Practice,9.292790616012194e-15
[HTML][HTML] Teknik Informatika,Computational Thinking,5.738440889592545e-13
Meningkatkan Kemampuan Problem Solving Siswa-Siswi SMA Negeri 7 Semarang melalui Bebras Challenge,Computational Thinking,9.9567581866593e-35
Rancang Bangun Aplikasi Edukasi Interaktif untuk Melatih Berpikir Komputasional materi Graf,Computational Thinking,5.923883721893998e-28
Pengembangan Game Edukatif Berbasis Android Sebagai Media Pembelajaran Akuntansi Pada Materi Jurnal Penyesuaian Perusahan Jasa,Pengembangan Game,1.9347801660993162e-33
Analisis Pengembangan Game Edukasi “Indonesiaku” Sebagai Pengenalan Warisan Budaya Indonesia untuk Anak Usia 12-15 Tahun,Pengembangan Game,1.0519051374179952e-35
Rancang Bangun Aplikasi Game Pengenalan Sejarah Perang Tondano,Pengembangan Game,6.0811750898744864e-18
Pengembangan Game 3D First Person Shooter Peristiwa Kemerdekaan 14 Februari 1946 Di Sulawesi Utara,Pengembangan Game,1.6051232184211563e-24
Pengembangan Game Edukasi Satua Bali “Pan Cubling” Berbasis Android,Pengembangan Game,4.308608465165834e-16
Game Pengenalan Objek Wisata Kota Tomohon,Penerapan Sistem Informasi Geografis,1.654132173415693e-17
Perancangan Aplikasi Game Cat Volly Berbasis Android,Pengembangan Game,2.735286856716035e-18
PENGEMBANGAN GAME ADVENTURE “SATRIA GARUDA” DENGAN MENGGUNAKAN METODE FSM Finite State Machine & FUZZY LOGIC,Penerapan Kecerdasan Buatan,8.46560145222504e-30
Pengembangan Game Edukasi “Aksara Bali” Berbasis Android,Pengembangan Game,1.1221971247257822e-19
Pengembangan Game Edukasi Menggunakan Adobe Flash Pada Mata Kuliah Sistem Operasi untuk Mahasiswa Prodi Pendidikan Teknik Informatika dan Komputer …,Multimedia,1.314520478455276e-46
Implementasi Media Pembelajaran Teknik Pengkodean Barcode Berbasis Multimedia dalam Meningkatkan Kualitas Kegiatan Belajar Mengajar,Multimedia,2.7027256523520124e-31
 Pengembangan Pariwisata Kabupaten Bantul Berbasis Multimedia,Multimedia,3.7461864152178295e-16
… Tugas Akhir Menggunakan Fuzzy Multiple Attribute Decision Making dengan Simple Additive Weighting Studi Kasus Jurusan Teknik Informatika UIN SGD Bandung,Penerapan Sistem Pendukung Keputusan,3.425862880632642e-56
[HTML][HTML] … Project Based Learning PjBL untuk meningkatkan kreativitas dan hasil belajar siswa kelas XI Multimedia pada mata pelajaran teknik animasi dua dimensi …,Multimedia,1.0855279702351478e-55
Implementasi Data Mining dengan Algoritma C4 5 untuk Memprediksi Tingkat Kelulusan Mahasiswa,Penerapan Data Besar,2.1921553916232884e-24
Pembelajaran Logika Matematika Pada Pokok Bahasan Logika Algoritma Berbasis Multimedia,Multimedia,2.4604240486113306e-25
Implementasi Multimedia Interaktif Pada Perancangan Website Program Studi Teknik Informatika Universitas Tanjungpura,Multimedia,2.508119036117817e-30
Perancangan Aplikasi Latihan Fitness Untuk Pemula Berbasis Multimedia,Multimedia,1.3780196061921234e-15
Aplikasi Virtual tour Tempat Wisata Alam di Sulawesi Utara,Pengembangan Game,3.028818705949334e-28
 Visualisasi Pengumuman dan SOP Fakultas Ilmu Komputer Universitas Katolik Santo Thomas Medan berbasis Multimedia,Multimedia,4.0564960481883016e-33
PERANCANGAN MEDIA PEMBELAJARAN METAMORFOSIS SERANGGA MENGGUNAKAN AUGMENTED REALITY BERBASIS ANDROID,Penerapan Augmented Reality,2.229008893483956e-18
PENERAPAN AUGMENTED REALITY PENGENALAN JENIS OLAHRAGA BERBASIS ANDROID,Penerapan Augmented Reality,4.316077550692366e-20
Penerapan Augmented Reality Sebagai Media Pembelajaran Virus Dalam Mata Pelajaran Biologi Kelas X SMA Studi Kasus SMA Negeri 7 Pontianak,Penerapan Augmented Reality,6.646497240843422e-55
Pengembangan Media Pembelajaran Pengukuran Listrik Berbasis “Augmented Reality” pada Mahasiswa Teknik Elektro UNIPMA,Penerapan Augmented Reality,2.4135329862803146e-33
Penerapan Teknologi Augmented Reality Pada Game Pengenalan Hewan Berdasarkan Jenis Makanannya Berbasis Mobile,Penerapan Augmented Reality,3.1037173662792456e-32
PENERAPAN AUGMENTED REALITY PADA PRODUK KEMASAN,Penerapan Augmented Reality,4.683890324789742e-09
Penerapan Augmented Reality Pada Buku Cerita Fabel Nopel & Kokun Dengan Metode Marker Based Tracking Berbasis Android,Penerapan Augmented Reality,2.0955352972542738e-30
PENERAPAN AUGMENTED REALITY SEBAGAI PEMBELAJARAN KONEKSI JARINGAN,Penerapan Augmented Reality,1.7580708382392346e-17
Augmented reality sebagai Media Pembelajaran Hewan Purbakala,Penerapan Augmented Reality,7.116277011585334e-16
Pemanfaatan Augmented Reality Sebagai Media Pembelajaran Pengenalan Buah-Buahan,Penerapan Augmented Reality,5.054079294127628e-21
